FACILITY_NUMBER,COUNTY,pub_priv_headstart,CITY,FACILITY_NAME,ENROLLMENT,n,pct,vac_info_type,REPORTED
197412850,Los Angeles,PUBLIC,Santa Clarita,NEWHALL DISTRICT STATE PRESCHOOL-OAK HILLS SITE,24,23,95,childcare,Y
197402982,Los Angeles,PUBLIC,Santa Clarita,NEWHALL ELEMENTARY PRESCHOOL,87,81,93,childcare,Y
191599976,Los Angeles,HEAD START,Artesia,NIEMES HEADSTART STATE PRESCHOOL,36,36,100,childcare,Y
191870893,Los Angeles,PUBLIC,Los Angeles,NINETY FIFTH STREET EARLY EDUCATION CENTER,99,95,95,childcare,Y
191870890,Los Angeles,PUBLIC,Los Angeles,NINETY SEVENTH STREET EARLY EDUCATION CENTER,102,87,85,childcare,Y
191890253,Los Angeles,PRIVATE,Los Angeles,NISHI HONGWANJI CHILD DEVELOPMENT CENTER,36,35,97,childcare,Y
197416396,Los Angeles,PRIVATE,Lomita,NISHIYAMATO ACADEMY-PRESCHOOL,46,45,97,childcare,Y
198015222,Los Angeles,PUBLIC,Norwalk,NLMUSD HEAD START STATE PS-NEW RIVER ELEMENTARY,26,26,100,childcare,Y
198018010,Los Angeles,HEAD START,Downey,NLMUSD PRESCHOOL PROGRAMS-GALLATIN CENTER,150,149,99,childcare,Y
198018086,Los Angeles,HEAD START,Norwalk,NLMUSD PRESCHOOL PROGRAMS-PADDISON ELEMENTARY,76,74,97,childcare,Y
191602130,Los Angeles,PRIVATE,Torrance,NOAH'S ARK,48,47,97,childcare,Y
197407546,Los Angeles,PRIVATE,Lancaster,NOAH'S ARK PRESCHOOL-QUARTZ HILL FOURSQUARE CHURCH,102,98,96,childcare,Y
197417908,Los Angeles,PRIVATE,Santa Clarita,NOAH'S PARK PRESCHOOL,86,83,96,childcare,Y
191890444,Los Angeles,PUBLIC,Los Angeles,NOBLE AVENUE EARLY EDUCTION CENTER,147,137,93,childcare,Y
198016559,Los Angeles,PUBLIC,Pasadena,NORMA COOMBS PRESCHOOL,34,34,100,childcare,Y
191870887,Los Angeles,PUBLIC,Los Angeles,NORMANDIE AVENUE EARLY EDUCATION CENTER,97,89,91,childcare,Y
198017014,Los Angeles,PUBLIC,Los Angeles,NORMANDIE AVENUE ELEMENTARY SCHOOL CSPP,46,7,15,childcare,Y
191870891,Los Angeles,PUBLIC,Los Angeles,NORMONT EARLY EDUCATION CENTER,140,125,89,childcare,Y
191670962,Los Angeles,PUBLIC,Long Beach,NORTH CHILD DEVELOPMENT CENTER,53,51,96,childcare,Y
191201977,Los Angeles,PRIVATE,Los Angeles,"NORTH HILLS COOPERATIVE NURSERY SCHOOL, INC",24,24,100,childcare,Y
197405776,Los Angeles,PUBLIC,Los Angeles,NORTH HOLLYWOOD ADULT LEARNING CTR STATE PRESCHOOL,31,29,93,childcare,Y
197408675,Los Angeles,PUBLIC,Santa Clarita,NORTH PARK FUN FOR FOURS,31,30,96,childcare,Y
191598778,Los Angeles,PUBLIC,Pico Rivera,NORTH RANCHITO ELEMENTARY SCHOOL SITE,43,43,100,childcare,Y
197412640,Los Angeles,PUBLIC,Castaic,NORTHLAKE HILL COMMUNITY PRESCHOOL,32,32,100,childcare,Y
197411229,Los Angeles,PUBLIC,Los Angeles,NORTHRIDGE EARLY EDUCATION CENTER,111,109,98,childcare,Y
197402526,Los Angeles,PRIVATE,Los Angeles,NORTHRIDGE HOSPITAL CHILDREN'S CENTER,45,30,66,childcare,Y
198017173,Los Angeles,PRIVATE,Norwalk,NORWALK CHILD DEVELOPMENT CENTER,45,44,97,childcare,Y
191500525,Los Angeles,PRIVATE,Norwalk,NORWALK CHRISTIAN PRE-SCHOOL,11,11,100,childcare,Y
191500784,Los Angeles,HEAD START,Norwalk,NORWALK- LA MIRADA USD -SANCHEZ SCHOOL,53,53,100,childcare,Y
198015619,Los Angeles,PUBLIC,Norwalk,NORWALK-LA MIRADA USD HEAD START STATE PS-CHAVEZ,96,94,97,childcare,Y
198017258,Los Angeles,HEAD START,Los Angeles,NORWOOD CENTER -HEAD START-,63,60,95,childcare,Y
197409136,Los Angeles,PRIVATE,Santa Clarita,NOTRE DAME PRESCHOOL,45,30,66,childcare,Y
198002801,Los Angeles,PRIVATE,Los Angeles,NUEVA MARAVILLA CHILD DEVELOPMENT CENTER,53,49,92,childcare,Y
198013724,Los Angeles,PUBLIC,Norwalk,NUFFER ELEMENTARY,28,28,100,childcare,Y
197402484,Los Angeles,PRIVATE,Los Angeles,"NURSERY SCHOOL ENTER., INC. DBA A CHILD'S PLACE",57,56,98,childcare,Y
191200671,Los Angeles,PRIVATE,Los Angeles,"NURTURY, THE",33,32,96,childcare,Y
197416595,Los Angeles,PUBLIC,San Fernando,O'MELVENY ELEMENTARY CSPP,44,44,100,childcare,Y
191607272,Los Angeles,PRIVATE,Hermosa Beach,O. K. CORRAL CHILD CARE,38,38,100,childcare,Y
198006504,Los Angeles,PRIVATE,Pasadena,OAK KNOLL KINDERHAUS MONTESSORI SCHOOL,35,31,88,childcare,Y
191601050,Los Angeles,PRIVATE,Long Beach,OAK TREE ACADEMY,25,22,88,childcare,Y
198015483,Los Angeles,PRIVATE,Pomona,OAK TREE DAY SCHOOL,18,18,100,childcare,Y
197418636,Los Angeles,PRIVATE,Los Angeles,OAKRIDGE PRESCHOOL AND INFANT CENTER -P-.,28,28,100,childcare,Y
198011608,Los Angeles,PRIVATE,Long Beach,OAKWOOD ACADEMY,125,122,97,childcare,Y
191232470,Los Angeles,PRIVATE,Los Angeles,OBECK CHILDCARE,27,20,74,childcare,Y
191806462,Los Angeles,PRIVATE,Los Angeles,OCCIDENTAL COLLEGE CHILD CARE CENTER,39,36,92,childcare,Y
197418623,Los Angeles,PRIVATE,Hermosa Beach,OCEAN VIEW ACADEMY,53,53,100,childcare,Y
191670411,Los Angeles,PRIVATE,Los Angeles,OCEAN VIEW PRE-SCHOOL,89,87,97,childcare,Y
197417347,Los Angeles,PRIVATE,Los Angeles,OHR ELIYAHU ACADEMY,78,72,92,childcare,Y
197416021,Los Angeles,PRIVATE,Los Angeles,OLIVE VIEW UCLA CHILD DEVELOPMENT CENTER,40,40,100,childcare,Y
191870758,Los Angeles,PUBLIC,Los Angeles,ONE HUNDRED SECOND STREET EARLY EDUCATION CENTER,87,74,85,childcare,Y
191800316,Los Angeles,PUBLIC,Los Angeles,ONE HUNDRED TWELFTH STREET EARLY EDUCATION,104,97,93,childcare,Y
191598042,Los Angeles,PRIVATE,Alhambra,ONEONTA MONTESSORI SCHOOL,92,87,94,childcare,Y
191500522,Los Angeles,PRIVATE,South Pasadena,ONEONTA NURSERY SCHOOL,63,60,95,childcare,Y
198010180,Los Angeles,HEAD START,Azusa,OPTIONS - CDC VALLEYDALE,58,56,96,childcare,Y
198013254,Los Angeles,HEAD START,Walnut,OPTIONS - EARLY LEARNING CENTER - YBARRA,39,35,89,childcare,Y
198017671,Los Angeles,HEAD START,Altadena,OPTIONS - HEAD START CDC - ARROYO,105,96,91,childcare,Y
191890743,Los Angeles,HEAD START,Los Angeles,OPTIONS - ST. BARNABAS HEAD START,21,18,85,childcare,Y
198012950,Los Angeles,HEAD START,Whittier,OPTIONS - STATE PRESCHOOL - CERES,18,15,83,childcare,Y
191592586,Los Angeles,HEAD START,Monterey Park,OPTIONS - STATE PRESCHOOL YNEZ,46,42,91,childcare,Y
198007099,Los Angeles,HEAD START,West Covina,OPTIONS - WILLOWOOD,32,30,93,childcare,Y
198014553,Los Angeles,HEAD START,San Gabriel,OPTIONS CDC - ROOSEVELT,48,46,95,childcare,Y
191598056,Los Angeles,HEAD START,Monrovia,OPTIONS CDC - ROTARY PARK,23,23,100,childcare,Y
198017726,Los Angeles,HEAD START,Covina,OPTIONS CDC ELLINGTON,24,24,100,childcare,Y
198016364,Los Angeles,HEAD START,Whittier,OPTIONS CDC FRANKLIN,138,133,96,childcare,Y
198017117,Los Angeles,HEAD START,Pasadena,OPTIONS CDC WESTMINSTER,22,21,95,childcare,Y
198017645,Los Angeles,HEAD START,Pasadena,OPTIONS CDC-COVENANT,41,41,100,childcare,Y
198004995,Los Angeles,HEAD START,La Puente,OPTIONS CHILD DEVELOPMENT CHILD START-YORBITA,21,21,100,childcare,Y
198004163,Los Angeles,HEAD START,West Covina,OPTIONS CHILD START - MANZANITA,34,34,100,childcare,Y
198015784,Los Angeles,HEAD START,La Puente,OPTIONS EARLY HEAD START - LA SEDA,10,10,100,childcare,Y
198003887,Los Angeles,HEAD START,La Puente,OPTIONS EARLY LEARNING CENTER-HURLEY,61,58,95,childcare,Y
198014328,Los Angeles,HEAD START,Pomona,OPTIONS EARLY LEARNING CENTER-POMONA,42,40,95,childcare,Y
198018210,Los Angeles,HEAD START,Duarte,OPTIONS FDP BEARDSLEE,26,25,96,childcare,Y
191593520,Los Angeles,HEAD START,South El Monte,OPTIONS HEAD START - NEW TEMPLE,37,36,97,childcare,Y
191593518,Los Angeles,HEAD START,South El Monte,OPTIONS HEAD START - SHIVELY,40,40,100,childcare,Y
198017794,Los Angeles,HEAD START,Azusa,OPTIONS HEAD START CDC - MEMORIAL PARK,139,138,99,childcare,Y
198001453,Los Angeles,HEAD START,Covina,OPTIONS HEAD START VALENCIA,15,15,100,childcare,Y
198017652,Los Angeles,HEAD START,Pasadena,OPTIONS HEAD START VILLA PARKE,77,73,94,childcare,Y
198017737,Los Angeles,HEAD START,La Verne,OPTIONS HEAD START- RAMONA CHURCH,64,54,84,childcare,Y
198000246,Los Angeles,HEAD START,Covina,OPTIONS HEAD START-COVINA ELEMENTARY,38,37,97,childcare,Y
191800066,Los Angeles,HEAD START,Los Angeles,OPTIONS HEAD START-HIGHLAND PARK RECRATIONAL CTR,21,20,95,childcare,Y
191500840,Los Angeles,HEAD START,Covina,OPTIONS HEAD START-MANZANITA,35,30,85,childcare,Y
191591830,Los Angeles,HEAD START,San Gabriel,OPTIONS HEAD START-MCKINLEY,80,78,97,childcare,Y
198000351,Los Angeles,HEAD START,La Puente,OPTIONS HEAD START-VILLACORTA,46,43,93,childcare,Y
191599338,Los Angeles,HEAD START,Glendora,OPTIONS HEAD START-WHITCOMB,36,36,100,childcare,Y
191599350,Los Angeles,HEAD START,La Puente,OPTIONS HEAD START-YORBITA,36,36,100,childcare,Y
198017747,Los Angeles,HEAD START,La Puente,OPTIONS HEADSTART - CDC- HURLEY,32,32,100,childcare,Y
198000580,Los Angeles,HEAD START,West Covina,OPTIONS HEADSTART-WALNUT DIAMOND BAR HOLLINGWORTH,45,42,93,childcare,Y
191597763,Los Angeles,HEAD START,West Covina,OPTIONS STATE HEADSTART-WILLOWOOD,41,39,95,childcare,Y
198016245,Los Angeles,HEAD START,Whittier,OPTIONS STATE PRESCHOOL - ORCHARD DALE,25,23,92,childcare,Y
198015783,Los Angeles,HEAD START,Whittier,OPTIONS STATE PRESCHOOL - SCOTT,24,21,87,childcare,Y
198001730,Los Angeles,HEAD START,West Covina,OPTIONS STATE PRESCHOOL ROWLAND AVENUE,48,43,89,childcare,Y
198007911,Los Angeles,HEAD START,Rowland Heights,OPTIONS STATE PRESCHOOL- SHELYN,43,37,86,childcare,Y
198011184,Los Angeles,HEAD START,Whittier,OPTIONS STATE PRESCHOOL-LA COLIMA,50,43,86,childcare,Y
198011947,Los Angeles,HEAD START,Whittier,OPTIONS STATE PRESCHOOL-MULBERRY,51,47,92,childcare,Y
198014765,Los Angeles,HEAD START,San Gabriel,OPTIONS STATE PRESCHOOL-ROOSEVELT,42,38,90,childcare,Y
198008321,Los Angeles,HEAD START,Rowland Heights,OPTIONS- CDC JELLICK,39,38,97,childcare,Y
198009421,Los Angeles,HEAD START,Whittier,OPTIONS- STATE PRESCHOOL- MCKIBBEN,24,22,91,childcare,Y
198003517,Los Angeles,HEAD START,La Puente,OPTIONS-CDC- VILLACORTA,30,29,96,childcare,Y
198012105,Los Angeles,HEAD START,Pasadena,OPTIONS-EARLY LEARNING CENTER-PASADENA,55,55,100,childcare,Y
198012955,Los Angeles,HEAD START,La Puente,OPTIONS-EARLY LEARNING CENTER-RORIMER,22,20,90,childcare,Y
191596338,Los Angeles,HEAD START,Covina,OPTIONS-HEAD START - FAIR VALLEY,35,31,88,childcare,Y
198017688,Los Angeles,HEAD START,Pasadena,OPTIONS-HEAD START CDC-ORANGE GROVE,170,162,95,childcare,Y
198017643,Los Angeles,HEAD START,Pasadena,OPTIONS-HEAD START CDC-SCOTT,178,169,94,childcare,Y
191599772,Los Angeles,HEAD START,Covina,OPTIONS-HEAD START-CHARTER OAK,40,39,97,childcare,Y
191597778,Los Angeles,HEAD START,La Puente,OPTIONS-HEAD START-NORTHAM,40,40,100,childcare,Y
191596102,Los Angeles,HEAD START,Monrovia,OPTIONS-HEAD START-RECREATION PARK,35,35,100,childcare,Y
191597672,Los Angeles,HEAD START,West Covina,OPTIONS-HEAD START-VINCENT,37,37,100,childcare,Y
198017763,Los Angeles,HEAD START,San Dimas,OPTIONS-HEADSTART CDC-EKSTRAND,40,37,92,childcare,Y
198017734,Los Angeles,HEAD START,La Verne,OPTIONS-HEADSTART-BRETHREN,78,64,82,childcare,Y
198001732,Los Angeles,HEAD START,Covina,OPTIONS-STATE PRESCHOOL CDC-COVINA,21,20,95,childcare,Y
198001729,Los Angeles,HEAD START,Covina,OPTIONS-STATE PRESCHOOL CDC-VALENCIA,38,38,100,childcare,Y
198017640,Los Angeles,HEAD START,Azusa,OPTIONS-STATE PRESCHOOL-AZUSA HIGH,68,64,94,childcare,Y
198000649,Los Angeles,HEAD START,Alhambra,OPTIONS-STATE PRESCHOOL-BALDWIN,50,46,92,childcare,Y
198006483,Los Angeles,HEAD START,Rowland Heights,OPTIONS-STATE PRESCHOOL-BLANDFORD,47,43,91,childcare,Y
198005301,Los Angeles,HEAD START,West Covina,OPTIONS-STATE PRESCHOOL-CALIFORNIA,74,72,97,childcare,Y
198005079,Los Angeles,HEAD START,South Whittier,OPTIONS-STATE PRESCHOOL-CARMELLA,100,95,95,childcare,Y
198017642,Los Angeles,HEAD START,Azusa,OPTIONS-STATE PRESCHOOL-CLIFFORD MURRAY,33,29,87,childcare,Y
198001734,Los Angeles,HEAD START,Covina,OPTIONS-STATE PRESCHOOL-CYPRESS,50,46,92,childcare,Y
198000028,Los Angeles,HEAD START,Alhambra,OPTIONS-STATE PRESCHOOL-EMERY PARK,50,43,86,childcare,Y
198010785,Los Angeles,HEAD START,East Whittier,OPTIONS-STATE PRESCHOOL-EVERGREEN,49,44,89,childcare,Y
191500924,Los Angeles,HEAD START,Alhambra,OPTIONS-STATE PRESCHOOL-FREMONT,47,44,93,childcare,Y
198004436,Los Angeles,HEAD START,La Puente,OPTIONS-STATE PRESCHOOL-HURLEY,48,47,97,childcare,Y
191500936,Los Angeles,HEAD START,Rowland Heights,OPTIONS-STATE PRESCHOOL-JELLICK,37,36,97,childcare,Y
198006849,Los Angeles,HEAD START,Rowland Heights,OPTIONS-STATE PRESCHOOL-KILLIAN,19,16,84,childcare,Y
191500870,Los Angeles,HEAD START,La Puente,OPTIONS-STATE PRESCHOOL-LA SEDA,11,9,81,childcare,Y
198006051,Los Angeles,HEAD START,Covina,OPTIONS-STATE PRESCHOOL-LARK ELLEN,39,35,89,childcare,Y
198010813,Los Angeles,PRIVATE,Whittier,OPTIONS-STATE PRESCHOOL-LAUREL,50,42,84,childcare,Y
198001737,Los Angeles,HEAD START,South Whittier,OPTIONS-STATE PRESCHOOL-LOMA VISTA,24,21,87,childcare,Y
198001139,Los Angeles,HEAD START,South Whittier,OPTIONS-STATE PRESCHOOL-LOS ALTOS,75,68,90,childcare,Y
198001735,Los Angeles,HEAD START,Irwindale,OPTIONS-STATE PRESCHOOL-MERWIN,35,30,85,childcare,Y
191500466,Los Angeles,HEAD START,Monterey Park,OPTIONS-STATE PRESCHOOL-MONTEREY HIGHLANDS,41,37,90,childcare,Y
191500340,Los Angeles,HEAD START,La Puente,OPTIONS-STATE PRESCHOOL-NORTHAM,33,29,87,childcare,Y
198017672,Los Angeles,HEAD START,Azusa,OPTIONS-STATE PRESCHOOL-PARAMOUNT,25,25,100,childcare,Y
198008138,Los Angeles,HEAD START,Alhambra,OPTIONS-STATE PRESCHOOL-PARK,41,36,87,childcare,Y
191597530,Los Angeles,HEAD START,Alhambra,OPTIONS-STATE PRESCHOOL-RAMONA,24,24,100,childcare,Y
191500920,Los Angeles,HEAD START,Monterey Park,OPTIONS-STATE PRESCHOOL-REPETTO,24,23,95,childcare,Y
191501114,Los Angeles,HEAD START,La Puente,OPTIONS-STATE PRESCHOOL-RORIMER,51,48,94,childcare,Y
198000227,Los Angeles,HEAD START,Rowland Heights,OPTIONS-STATE PRESCHOOL-ROWLAND,42,38,90,childcare,Y
198014327,Los Angeles,HEAD START,Pomona,OPTIONS-STATE PRESCHOOL-ST. PAULS,18,16,88,childcare,Y
198006189,Los Angeles,HEAD START,Walnut,OPTIONS-STATE PRESCHOOL-YBARRA,19,18,94,childcare,Y
192006491,Los Angeles,PRIVATE,Los Angeles,OR HACHAIM ACADEMY,31,22,70,childcare,Y
197419935,Los Angeles,PUBLIC,Los Angeles,OSCEOLA ELEMENTARY SCHOOL CSPP,37,35,94,childcare,Y
197407691,Los Angeles,PRIVATE,Los Angeles,OUR LADY OF PEACE PRE-K PROGRAM,24,20,83,childcare,Y
191290164,Los Angeles,PRIVATE,Los Angeles,OUR REDEEMER'S LUTHERAN CHURCH CHILD CARE CTR.,44,43,97,childcare,Y
191290598,Los Angeles,PRIVATE,Los Angeles,OUR SAVIOR'S FIRST LUTHERAN PRESCHOOL,37,21,56,childcare,Y
191602147,Los Angeles,PRIVATE,Long Beach,OUR SAVIOUR'S LUTHERAN PRESCHOOL,40,31,77,childcare,Y
191203005,Los Angeles,PRIVATE,Pasadena,OUR SCHOOL,48,48,100,childcare,Y
197408362,Los Angeles,PRIVATE,Rancho Palos Verdes,P.V. PENINSULA MONTESSORI SCHOOL,87,75,86,childcare,Y
197411203,Los Angeles,HEAD START,Lawndale,PACE - ANDERSON HEAD START,28,27,96,childcare,Y
197411204,Los Angeles,HEAD START,Lawndale,PACE - GREEN HEAD START,33,33,100,childcare,Y
198018424,Los Angeles,HEAD START,Los Angeles,PACE - RISING STARS,35,32,91,childcare,Y
197410785,Los Angeles,HEAD START,Gardena,PACE - ST. JOHN HEAD START CENTER,55,55,100,childcare,Y
197404132,Los Angeles,HEAD START,Los Angeles,PACE HEAD START - WEST BOULEVARD,87,84,96,childcare,Y
198011088,Los Angeles,HEAD START,Los Angeles,PACE HEAD START EVEN START CENTER,84,81,96,childcare,Y
197404133,Los Angeles,HEAD START,Los Angeles,PACE HEAD START-CHRISTIAN FELLOWSHIP,87,81,93,childcare,Y
197419707,Los Angeles,HEAD START,Gardena,PACE-BRIGHT STARTS,108,105,97,childcare,Y
197419605,Los Angeles,HEAD START,Los Angeles,PACE-EARLY EXPLORERS HEAD START,52,52,100,childcare,Y
197419606,Los Angeles,HEAD START,Los Angeles,PACE-YOUNG INNOVATORS HEAD START,33,33,100,childcare,Y
197419639,Los Angeles,HEAD START,Torrance,PACE-YOUNG SCHOLARS HEAD START,89,85,95,childcare,Y
116145,Los Angeles,PUBLIC,Glendale,PACIFIC AVENUE - EARLY BIRD PRESCHOOL,43,43,100,childcare,Y
198012408,Los Angeles,PUBLIC,Glendale,PACIFIC AVENUE EDUCATION CENTER,69,69,100,childcare,Y
198017597,Los Angeles,HEAD START,Glendale,PACIFIC CLINICS GLENDALE AVENUE HEAD START,96,92,95,childcare,Y
198017599,Los Angeles,HEAD START,Glendale,PACIFIC CLINICS LEXINGTON HEAD START,139,129,92,childcare,Y
198017598,Los Angeles,HEAD START,Altadena,PACIFIC CLINICS NESBITT EARLY HEAD START,12,11,91,childcare,Y
198017600,Los Angeles,HEAD START,Glendale,PACIFIC CLINICS VERDUGO HEAD START,61,59,96,childcare,Y
191591710,Los Angeles,PRIVATE,Temple City,PACIFIC FRIENDS SCHOOL,38,38,100,childcare,Y
197418481,Los Angeles,PUBLIC,Los Angeles,PACOIMA CHARTER SCHOOL,96,96,100,childcare,Y
191890481,Los Angeles,PUBLIC,Los Angeles,PACOIMA EARLY EDUCATION CENTER,94,91,96,childcare,Y
197412032,Los Angeles,PRIVATE,Inglewood,PAGE LEARNING ACADEMY II,26,22,84,childcare,Y
198002602,Los Angeles,PRIVATE,Los Angeles,"PAGE LEARNING ACADEMY, INC.",52,52,100,childcare,Y
197416531,Los Angeles,PRIVATE,Los Angeles,"PAGE LEARNING ACADEMY, INC. III",35,35,100,childcare,Y
191803168,Los Angeles,PRIVATE,Los Angeles,PAGE PRE-SCHOOL OF HANCOCK PARK,68,66,97,childcare,Y
191600529,Los Angeles,PRIVATE,Beverly Hills,PAGE SCHOOL OF BEVERLY HILLS,61,48,78,childcare,Y
197417887,Los Angeles,PUBLIC,Los Angeles,PALISADES JEWISH EARLY CHILDHOOD CENTER,40,34,85,childcare,Y
191600528,Los Angeles,PRIVATE,Los Angeles,PALISADES PRESBYTERIAN PRESCHOOL,64,60,93,childcare,Y
197407108,Los Angeles,PRIVATE,Santa Monica,"PALISADES PRESHOOL, THE",61,54,88,childcare,Y
198016526,Los Angeles,PUBLIC,West Covina,PALM VIEW CENTER,21,21,100,childcare,Y
197414538,Los Angeles,HEAD START,Palmdale,PALMDALE S.D. SITE 18-HEAD START YUCCA ANNEX-LAUP,304,300,98,childcare,Y
197408048,Los Angeles,HEAD START,Palmdale,PALMDALE SCH. DIST.-CHAPARRAL HEAD START STATE PRE,222,215,96,childcare,Y
197408240,Los Angeles,HEAD START,Lancaster,PALMDALE SCH. DIST.-TIERRA BONITA -NO.- HEAD START,39,38,97,childcare,Y
197407519,Los Angeles,HEAD START,Palmdale,PALMDALE SCHOOL DIST-HIGHLAND HEAD START,20,18,90,childcare,Y
197407723,Los Angeles,HEAD START,Palmdale,PALMDALE SCHOOL DISTRICT - PALM TREE HEAD START,80,79,98,childcare,Y
197419467,Los Angeles,HEAD START,Littlerock,PALMDALE SCHOOL DISTRICT-ANTELOPE ECE -KEPPEL-,68,66,97,childcare,Y
197404676,Los Angeles,HEAD START,Palmdale,PALMDALE SCHOOL DISTRICT-MESQUITE SCHOOL HEAD STAR,80,80,100,childcare,Y
197406879,Los Angeles,HEAD START,Palmdale,PALMDALE SCHOOL DISTRICT-OCOTILLO HEAD START,122,119,97,childcare,Y
197409079,Los Angeles,HEAD START,Palmdale,PALMDALE SCHOOL DISTRICT-TUMBLEWEED HEAD START,197,196,99,childcare,Y
191230246,Los Angeles,HEAD START,Palmdale,PALMDALE U.S.D. YUCCA ELEMENTARY,132,126,95,childcare,Y
197404084,Los Angeles,HEAD START,Lancaster,PALMDALE U.S.D.-FIRST CHRISTIAN HEADSTART,73,69,94,childcare,Y
197404104,Los Angeles,HEAD START,Palmdale,PALMDALE U.S.D.-TAMARISK HEAD START STATE PRESCH.,108,106,98,childcare,Y
197418465,Los Angeles,HEAD START,Lancaster,PALMDALE USD-WILSONA H.S.,69,69,100,childcare,Y
192006209,Los Angeles,PUBLIC,Lakewood,PALMS STATE PRESCHOOL,37,35,94,childcare,Y
191600539,Los Angeles,PRIVATE,Long Beach,PALO VERDE CHRISTIAN CHURCH NURSERY SCHOOL,79,78,98,childcare,Y
191600541,Los Angeles,PRIVATE,Rolling Hills Estates,"PALOS VERDES HILLS COOPERATIVE NURSERY SCHOOL, IN",48,40,83,childcare,Y
197417351,Los Angeles,PUBLIC,Los Angeles,PANORAMA CITY ELEMENTARY SCHOOL CSPP,78,76,97,childcare,Y
191870872,Los Angeles,PUBLIC,Los Angeles,PARA LOS NINOS,72,69,95,childcare,Y
198015180,Los Angeles,PUBLIC,Los Angeles,PARA LOS NINOS EAST LOS ANGELES CHILD DEVELOPMENT,66,64,96,childcare,Y
198018225,Los Angeles,HEAD START,Los Angeles,PARA LOS NINOS HEAD START - HOLLYWOOD,53,49,92,childcare,Y
198018390,Los Angeles,HEAD START,Burbank,PARA LOS NINOS HEAD START MAGNOLIA,83,81,97,childcare,Y
198018127,Los Angeles,HEAD START,Los Angeles,PARA LOS NINOS HEAD START- PERLITA,18,18,100,childcare,Y
198018338,Los Angeles,HEAD START,Los Angeles,PARA LOS NINOS-CYPRESS,66,66,100,childcare,Y
191806768,Los Angeles,PRIVATE,Los Angeles,PARAMOUNT CHILD CARE CENTER -P.S.-,23,20,86,childcare,Y
198016608,Los Angeles,PUBLIC,Glendale,"PARENT SUPPORT CENTER FOR CHILD DEVELOPMENT, GCC,",36,36,100,childcare,Y
191200386,Los Angeles,PRIVATE,La Canada Flintridge,PARENTS AND CHILDREN'S NURSERY SCHOOL,95,90,94,childcare,Y
191224296,Los Angeles,PRIVATE,Los Angeles,PARK MONTESSORI CHILDREN'S CTR.,55,54,98,childcare,Y
198017722,Los Angeles,PRIVATE,Lynwood,PARK PLACE EARLY EDUCATION CAMPUS CA CHILDRENS AC.,15,15,100,childcare,Y
191890441,Los Angeles,PUBLIC,Los Angeles,PARK WESTERN PLACE EARLY EDUCATION CENTER,96,88,91,childcare,Y
197402850,Los Angeles,PUBLIC,Los Angeles,PARK WESTERN PLACE SCHOOL,40,38,95,childcare,Y
191602162,Los Angeles,PRIVATE,Long Beach,PARKCREST EARLY CHILDHOOD SCHOOL,116,108,93,childcare,Y
197416583,Los Angeles,PUBLIC,Los Angeles,PARKS HUERTA EARLY EDUCATION CENTER,118,117,99,childcare,Y
191500966,Los Angeles,HEAD START,El Monte,PARKVIEW HEAD START STATE PRESCHOOL,69,68,98,childcare,Y
192004344,Los Angeles,PRIVATE,Pasadena,PASADENA CHRISTIAN PRESCHOOL,93,91,97,childcare,Y
198002397,Los Angeles,PUBLIC,Pasadena,PASADENA CITY COLLEGE CHILD DEVELOPMENT CENTER,70,47,67,childcare,Y
191202461,Los Angeles,PRIVATE,Pasadena,PASADENA DAY NURSERY FOR CHILD DEVELOPMENT,31,24,77,childcare,Y
198017845,Los Angeles,PRIVATE,Pasadena,PASADENA PRESCHOOL ACADEMY,70,70,100,childcare,Y
198013641,Los Angeles,PRIVATE,Altadena,PASADENA WALDORF SCHOOL,22,11,50,childcare,Y
198011377,Los Angeles,PRIVATE,South Gate,PASITOS SAN MIGUEL PRE-KINDERGARTEN ACADEMY,30,29,96,childcare,Y
198013501,Los Angeles,PRIVATE,Los Angeles,PATHWAYS CHILD DEVELOPMENT CENTER EAGLE ROCK,61,54,88,childcare,Y
197417981,Los Angeles,HEAD START,Torrance,PEDIATRIC THERAPY NETWORK,19,19,100,childcare,Y
191602167,Los Angeles,PRIVATE,Rancho Palos Verdes,PENINSULA COMMUNITY CHURCH PRESCHOOL,31,29,93,childcare,Y
197417551,Los Angeles,PRIVATE,Redondo Beach,PENINSULA MONTESSORI SCHOOL,61,55,90,childcare,Y
197407811,Los Angeles,PRIVATE,Los Angeles,PENNY AND PEGGY NAIRN 24 HOUR CHILD CARE INC.,32,28,87,childcare,Y
197407318,Los Angeles,PRIVATE,Los Angeles,PENNY AND PEGGY NAIRN 24-HR CHILDCARE INC.,61,55,90,childcare,Y
191806090,Los Angeles,PRIVATE,Los Angeles,PERRY-MEADOWS LEARNING CENTER,21,20,95,childcare,Y
198002665,Los Angeles,PRIVATE,Long Beach,PHASES; AN EARLY LEARNING COMPREHENSIVE,13,13,100,childcare,Y
191599870,Los Angeles,HEAD START,Pomona,PHILADELPHIA CHILD DEVELOPMENT CENTER,41,40,97,childcare,Y
191870736,Los Angeles,PRIVATE,Los Angeles,PHILLIPS STATE PRESCHOOL,45,44,97,childcare,Y
198006095,Los Angeles,HEAD START,Los Angeles,PICO GARDEN,51,51,100,childcare,Y
191801542,Los Angeles,PRIVATE,Los Angeles,PICO PRE-SCHOOL 1,22,22,100,childcare,Y
