county,city,vac_info_type,n
Alameda,Alameda,7thGradeData,5712.0
Alameda,Alameda,KindergartenData,704.0
Alameda,Albany,7thGradeData,1835.0
Alameda,Albany,KindergartenData,257.0
Alameda,Berkeley,7thGradeData,5807.0
Alameda,Berkeley,KindergartenData,815.0
Alameda,Castro Valley,7thGradeData,4539.0
Alameda,Castro Valley,KindergartenData,661.0
Alameda,Dublin,7thGradeData,3302.0
Alameda,Dublin,KindergartenData,732.0
Alameda,Emeryville,7thGradeData,312.0
Alameda,Emeryville,KindergartenData,33.0
Alameda,Fremont,7thGradeData,15830.0
Alameda,Fremont,KindergartenData,2773.0
Alameda,Hayward,7thGradeData,11018.0
Alameda,Hayward,KindergartenData,2036.0
Alameda,Livermore,7thGradeData,6557.0
Alameda,Livermore,KindergartenData,1138.0
Alameda,Newark,7thGradeData,3656.0
Alameda,Newark,KindergartenData,834.0
Alameda,Oakland,7thGradeData,22286.0
Alameda,Oakland,KindergartenData,4500.0
Alameda,Piedmont,7thGradeData,1303.0
Alameda,Piedmont,KindergartenData,192.0
Alameda,Pleasanton,7thGradeData,7107.0
Alameda,Pleasanton,KindergartenData,932.0
Alameda,San Leandro,7thGradeData,5145.0
Alameda,San Leandro,KindergartenData,906.0
Alameda,San Lorenzo,7thGradeData,5217.0
Alameda,San Lorenzo,KindergartenData,814.0
Alameda,Sunol,7thGradeData,56.0
Alameda,Sunol,KindergartenData,20.0
Alameda,Union City,7thGradeData,6091.0
Alameda,Union City,KindergartenData,824.0
Alpine,Markleeville,7thGradeData,21.0
Alpine,Markleeville,KindergartenData,12.0
Amador,Ione,KindergartenData,74.0
Amador,Jackson,7thGradeData,1159.0
Amador,Jackson,KindergartenData,82.0
Amador,Pine Grove,KindergartenData,52.0
Amador,Plymouth,KindergartenData,29.0
Amador,Sutter Creek,7thGradeData,731.0
Amador,Sutter Creek,KindergartenData,48.0
Butte,Bangor,7thGradeData,26.0
Butte,Bangor,KindergartenData,17.0
Butte,Biggs,7thGradeData,273.0
Butte,Biggs,KindergartenData,33.0
Butte,Chico,7thGradeData,6399.0
Butte,Chico,KindergartenData,1031.0
Butte,Durham,7thGradeData,476.0
Butte,Durham,KindergartenData,60.0
Butte,Forest Ranch,KindergartenData,15.0
Butte,Gridley,7thGradeData,1018.0
Butte,Gridley,KindergartenData,196.0
Butte,Magalia,7thGradeData,276.0
Butte,Magalia,KindergartenData,85.0
Butte,Oroville,7thGradeData,3629.0
Butte,Oroville,KindergartenData,659.0
Butte,Palermo,7thGradeData,245.0
Butte,Paradise,7thGradeData,1754.0
Butte,Paradise,KindergartenData,209.0
Calaveras,Angels,7thGradeData,913.0
Calaveras,Angels,KindergartenData,46.0
Calaveras,Arnold,KindergartenData,28.0
Calaveras,Avery,7thGradeData,161.0
Calaveras,Copperopolis,KindergartenData,29.0
Calaveras,Mokelumne Hill,KindergartenData,10.0
Calaveras,Murphys,KindergartenData,37.0
Calaveras,San Andreas,7thGradeData,1240.0
Calaveras,San Andreas,KindergartenData,38.0
Calaveras,Vallecito,7thGradeData,40.0
Calaveras,Valley Springs,7thGradeData,497.0
Calaveras,Valley Springs,KindergartenData,117.0
Calaveras,West Point,KindergartenData,13.0
Colusa,Arbuckle,7thGradeData,583.0
Colusa,Arbuckle,KindergartenData,94.0
Colusa,Colusa,7thGradeData,611.0
Colusa,Colusa,KindergartenData,135.0
Colusa,Grimes,KindergartenData,11.0
Colusa,Maxwell,7thGradeData,184.0
Colusa,Maxwell,KindergartenData,32.0
Colusa,Williams,7thGradeData,564.0
Colusa,Williams,KindergartenData,106.0
Contra Costa,Alamo,7thGradeData,2599.0
Contra Costa,Alamo,KindergartenData,144.0
Contra Costa,Antioch,7thGradeData,8896.0
Contra Costa,Antioch,KindergartenData,1410.0
Contra Costa,Bay Point,7thGradeData,542.0
Contra Costa,Brentwood,7thGradeData,6969.0
Contra Costa,Brentwood,KindergartenData,839.0
Contra Costa,Byron,7thGradeData,464.0
Contra Costa,Byron,KindergartenData,169.0
Contra Costa,Canyon,7thGradeData,7.0
Contra Costa,Clayton,7thGradeData,447.0
Contra Costa,Clayton,KindergartenData,117.0
Contra Costa,Concord,7thGradeData,10539.0
Contra Costa,Concord,KindergartenData,1447.0
Contra Costa,Crockett,7thGradeData,764.0
Contra Costa,Danville,7thGradeData,7056.0
Contra Costa,Danville,KindergartenData,843.0
Contra Costa,Discovery Bay,KindergartenData,24.0
Contra Costa,El Cerrito,7thGradeData,2105.0
Contra Costa,El Cerrito,KindergartenData,340.0
Contra Costa,El Sobrante,7thGradeData,698.0
Contra Costa,El Sobrante,KindergartenData,208.0
Contra Costa,Hercules,7thGradeData,1537.0
Contra Costa,Hercules,KindergartenData,212.0
Contra Costa,Kensington,KindergartenData,72.0
Contra Costa,Knightsen,7thGradeData,106.0
Contra Costa,Knightsen,KindergartenData,45.0
Contra Costa,Lafayette,7thGradeData,2552.0
Contra Costa,Lafayette,KindergartenData,430.0
Contra Costa,Martinez,7thGradeData,2362.0
Contra Costa,Martinez,KindergartenData,422.0
Contra Costa,Moraga,7thGradeData,1784.0
Contra Costa,Moraga,KindergartenData,158.0
Contra Costa,Oakley,7thGradeData,3600.0
Contra Costa,Oakley,KindergartenData,535.0
Contra Costa,Orinda,7thGradeData,1827.0
Contra Costa,Orinda,KindergartenData,211.0
Contra Costa,Pinole,7thGradeData,2313.0
Contra Costa,Pinole,KindergartenData,220.0
Contra Costa,Pittsburg,7thGradeData,4497.0
Contra Costa,Pittsburg,KindergartenData,1323.0
Contra Costa,Pleasant Hill,7thGradeData,4009.0
Contra Costa,Pleasant Hill,KindergartenData,616.0
Contra Costa,Richmond,7thGradeData,5709.0
Contra Costa,Richmond,KindergartenData,1150.0
Contra Costa,Rodeo,7thGradeData,60.0
Contra Costa,Rodeo,KindergartenData,137.0
Contra Costa,San Pablo,7thGradeData,1581.0
Contra Costa,San Pablo,KindergartenData,585.0
Contra Costa,San Ramon,7thGradeData,7200.0
Contra Costa,San Ramon,KindergartenData,1231.0
