county,city,vac_info_type,pct
Alameda,Alameda,7thGradeData,95.3375
Alameda,Alameda,ChildCareData,93.94384615384615
Alameda,Alameda,KindergartenData,91.85066666666665
Alameda,Albany,7thGradeData,99.34
Alameda,Albany,ChildCareData,93.35857142857142
Alameda,Albany,KindergartenData,83.84
Alameda,Berkeley,7thGradeData,96.78599999999999
Alameda,Berkeley,KindergartenData,83.63263157894738
Alameda,Castro Valley,7thGradeData,98.32333333333334
Alameda,Castro Valley,ChildCareData,94.31833333333333
Alameda,Castro Valley,KindergartenData,94.49333333333333
Alameda,Dublin,7thGradeData,98.546
Alameda,Dublin,ChildCareData,94.13
Alameda,Dublin,KindergartenData,92.12599999999999
Alameda,Emeryville,7thGradeData,61.11
Alameda,Emeryville,ChildCareData,83.9725
Alameda,Emeryville,KindergartenData,64.18
Alameda,Fremont,7thGradeData,98.02941176470588
Alameda,Fremont,ChildCareData,94.2809523809524
Alameda,Fremont,KindergartenData,96.75594594594594
Alameda,Hayward,7thGradeData,96.96454545454547
Alameda,Hayward,ChildCareData,97.49238095238093
Alameda,Hayward,KindergartenData,94.89433333333332
Alameda,Kensington,KindergartenData,84.21
Alameda,Livermore,7thGradeData,95.98500000000001
Alameda,Livermore,ChildCareData,91.96565217391307
Alameda,Livermore,KindergartenData,87.5
Alameda,Newark,7thGradeData,98.90666666666665
Alameda,Newark,ChildCareData,97.07666666666667
Alameda,Newark,KindergartenData,94.31583333333334
Alameda,Oakland,7thGradeData,98.05539999999999
Alameda,Oakland,ChildCareData,92.34829268292678
Alameda,Oakland,KindergartenData,85.98708333333336
Alameda,Piedmont,7thGradeData,97.805
Alameda,Piedmont,ChildCareData,91.85666666666667
Alameda,Piedmont,KindergartenData,85.93
Alameda,Pleasanton,7thGradeData,98.99000000000001
Alameda,Pleasanton,ChildCareData,96.7857142857143
Alameda,Pleasanton,KindergartenData,96.71666666666665
Alameda,San Leandro,7thGradeData,94.455
Alameda,San Leandro,ChildCareData,90.39583333333333
Alameda,San Leandro,KindergartenData,96.68533333333335
Alameda,San Lorenzo,7thGradeData,98.09400000000001
Alameda,San Lorenzo,ChildCareData,95.36375000000001
Alameda,San Lorenzo,KindergartenData,91.96571428571428
Alameda,Sunol,7thGradeData,90.48
Alameda,Sunol,ChildCareData,100.0
Alameda,Sunol,KindergartenData,91.89
Alameda,Union City,7thGradeData,77.275
Alameda,Union City,ChildCareData,98.25538461538461
Alameda,Union City,KindergartenData,97.68666666666667
Alpine,Markleeville,KindergartenData,83.33
Amador,Ione,ChildCareData,87.5
Amador,Ione,KindergartenData,94.12
Amador,Jackson,7thGradeData,90.92999999999999
Amador,Jackson,ChildCareData,83.35
Amador,Jackson,KindergartenData,75.19
Amador,Pine Grove,ChildCareData,70.45333333333333
Amador,Pioneer,ChildCareData,67.395
Amador,Pioneer,KindergartenData,89.66
Amador,Plymouth,ChildCareData,87.5
Amador,Plymouth,KindergartenData,93.55
Amador,Sutter Creek,KindergartenData,76.19
Berkeley City,Berkeley,ChildCareData,93.48696428571428
Butte,Bangor,7thGradeData,100.0
Butte,Bangor,KindergartenData,93.75
Butte,Berry Creek,7thGradeData,100.0
Butte,Biggs,7thGradeData,82.61
Butte,Biggs,ChildCareData,100.0
Butte,Biggs,KindergartenData,80.0
Butte,Chico,7thGradeData,79.87800000000001
Butte,Chico,ChildCareData,88.42972972972971
Butte,Chico,KindergartenData,82.75666666666666
Butte,Durham,7thGradeData,86.96
Butte,Durham,ChildCareData,100.0
Butte,Durham,KindergartenData,81.93
Butte,Forest Ranch,KindergartenData,60.0
Butte,Gridley,7thGradeData,99.655
Butte,Gridley,ChildCareData,97.6975
Butte,Gridley,KindergartenData,93.77000000000001
Butte,Magalia,7thGradeData,90.54
Butte,Magalia,ChildCareData,75.61
Butte,Magalia,KindergartenData,91.365
Butte,Oroville,7thGradeData,93.93142857142858
Butte,Oroville,ChildCareData,89.17684210526316
Butte,Oroville,KindergartenData,91.8753846153846
Butte,Palermo,7thGradeData,96.55
Butte,Palermo,ChildCareData,83.1
Butte,Paradise,7thGradeData,82.82333333333334
