county,city,vac_info_type,pct
Alameda,Alameda,7thGradeData,96.85213423076922
Alameda,Alameda,ChildCareData,96.21118781400727
Alameda,Alameda,KindergartenData,91.41133767696269
Alameda,Albany,7thGradeData,98.35598375
Alameda,Albany,ChildCareData,75.54727282681095
Alameda,Albany,KindergartenData,93.1469534050179
Alameda,Berkeley,7thGradeData,97.34341441176471
Alameda,Berkeley,ChildCareData,89.12186775398159
Alameda,Berkeley,KindergartenData,83.73423990293294
Alameda,Castro Valley,7thGradeData,99.26330384615386
Alameda,Castro Valley,ChildCareData,93.99850799580126
Alameda,Castro Valley,KindergartenData,96.0906230791317
Alameda,Dublin,7thGradeData,99.23796666666665
Alameda,Dublin,ChildCareData,95.90483912541906
Alameda,Dublin,KindergartenData,91.53860193815865
Alameda,Emeryville,7thGradeData,99.27298333333333
Alameda,Emeryville,ChildCareData,93.27046035805625
Alameda,Emeryville,KindergartenData,55.00000000000001
Alameda,Fremont,7thGradeData,98.48029760000001
Alameda,Fremont,ChildCareData,95.65907013311558
Alameda,Fremont,KindergartenData,95.75691925104671
Alameda,Hayward,7thGradeData,99.16533769230767
Alameda,Hayward,ChildCareData,96.29471588533737
Alameda,Hayward,KindergartenData,95.67794261043807
Alameda,Livermore,7thGradeData,99.11517638888887
Alameda,Livermore,ChildCareData,94.71251770108674
Alameda,Livermore,KindergartenData,92.348612072716
Alameda,Newark,7thGradeData,93.75979190476193
Alameda,Newark,ChildCareData,99.59066889167013
Alameda,Newark,KindergartenData,94.68200039114186
Alameda,Oakland,7thGradeData,98.85771627240143
Alameda,Oakland,ChildCareData,93.78669487491011
Alameda,Oakland,KindergartenData,89.27313345223222
Alameda,Piedmont,7thGradeData,98.47164153846155
Alameda,Piedmont,ChildCareData,98.18627450980394
Alameda,Piedmont,KindergartenData,93.77795962414976
Alameda,Pleasanton,7thGradeData,98.16490647058822
Alameda,Pleasanton,ChildCareData,91.15140599513231
Alameda,Pleasanton,KindergartenData,97.86324227515506
Alameda,San Leandro,7thGradeData,99.37510636363638
Alameda,San Leandro,ChildCareData,94.14137079760052
Alameda,San Leandro,KindergartenData,98.30129382973186
Alameda,San Lorenzo,7thGradeData,99.52871714285713
Alameda,San Lorenzo,ChildCareData,99.25515660809778
Alameda,San Lorenzo,KindergartenData,96.43625501984634
Alameda,Sunol,7thGradeData,95.04662
Alameda,Sunol,ChildCareData,100.0
Alameda,Sunol,KindergartenData,90.9090909090909
Alameda,Union City,7thGradeData,99.49945555555554
Alameda,Union City,ChildCareData,94.67177009349238
Alameda,Union City,KindergartenData,95.44638588108596
Alpine,Markleeville,7thGradeData,100.0
Alpine,Markleeville,ChildCareData,95.8333333333333
Alpine,Markleeville,KindergartenData,100.0
Amador,Ione,ChildCareData,96.13095238095235
Amador,Ione,KindergartenData,93.67088607594937
Amador,Jackson,7thGradeData,96.538392
Amador,Jackson,ChildCareData,91.35802469135803
Amador,Jackson,KindergartenData,92.13483146067415
Amador,Pine Grove,ChildCareData,97.82608695652175
Amador,Pine Grove,KindergartenData,81.74358974358975
Amador,Pioneer,ChildCareData,85.41666666666666
Amador,Plymouth,ChildCareData,92.32954545454545
Amador,Plymouth,KindergartenData,100.0
Amador,Sutter Creek,7thGradeData,93.51137777777778
Amador,Sutter Creek,KindergartenData,88.88888888888891
Butte,Bangor,7thGradeData,96.15384499999999
Butte,Bangor,ChildCareData,100.0
Butte,Bangor,KindergartenData,85.0
Butte,Berry Creek,ChildCareData,83.3333333333333
Butte,Biggs,7thGradeData,92.28270125
Butte,Biggs,KindergartenData,94.28571428571428
Butte,Chico,7thGradeData,88.49906533333333
Butte,Chico,ChildCareData,87.79998201663753
Butte,Chico,KindergartenData,85.475255451486
Butte,Durham,7thGradeData,89.09490857142858
Butte,Durham,ChildCareData,100.0
Butte,Durham,KindergartenData,95.23809523809523
Butte,Forest Ranch,KindergartenData,78.94736842105263
Butte,Gridley,7thGradeData,98.348379
Butte,Gridley,ChildCareData,96.03111814345989
Butte,Gridley,KindergartenData,96.98865532198866
Butte,Magalia,7thGradeData,93.031256
Butte,Magalia,ChildCareData,89.36170212765957
Butte,Magalia,KindergartenData,85.81632653061223
Butte,Oroville,7thGradeData,90.46048499999999
Butte,Oroville,ChildCareData,89.55097455382978
Butte,Oroville,KindergartenData,90.16527615112507
Butte,Palermo,7thGradeData,94.59064000000001
Butte,Palermo,ChildCareData,96.6666666666667
Butte,Paradise,7thGradeData,92.50718080000003
Butte,Paradise,ChildCareData,91.76803133410078
Butte,Paradise,KindergartenData,77.44964227408047
Calaveras,Angels,7thGradeData,94.67244749999999
