"0123968","ALAMEDA","PUBLIC","OAKLAND","COMMUNITY SCHOOL FOR CREATIVE EDUCATION"," ","","","N","7thGradeData"
"6002000","ALAMEDA","PUBLIC","OAKLAND","LAZEAR CHARTER ACADEMY","51.0","51.0","100.0","Y","7thGradeData"
"0125567","ALAMEDA","PUBLIC","OAKLAND","URBAN MONTESSORI CHARTER"," ","","","N","7thGradeData"
"0130609","ALAMEDA","PUBLIC","ALAMEDA","ALAMEDA COMMUNITY LEARNING CENTER","65.0","59.0","90.77","Y","7thGradeData"
"6110779","ALAMEDA","PUBLIC","ALAMEDA","BAY FARM","41.0","41.0","100.0","Y","7thGradeData"
"0128199","ALAMEDA","PUBLIC","ALAMEDA","ENCINAL JUNIOR JETS"," ","","","N","7thGradeData"
"6090054","ALAMEDA","PUBLIC","ALAMEDA","LINCOLN MIDDLE","312.0","308.0","98.72","Y","7thGradeData"
"0126656","ALAMEDA","PUBLIC","ALAMEDA","MAYA LIN"," ","","","N","7thGradeData"
"0119222","ALAMEDA","PUBLIC","ALAMEDA","NEA COMMUNITY LEARNING CENTER","28.0","24.0","85.71","Y","7thGradeData"
"0122085","ALAMEDA","PUBLIC","ALAMEDA","THE ACADEMY OF ALAMEDA","334.0","323.0","96.71","Y","7thGradeData"
"6090112","ALAMEDA","PUBLIC","ALAMEDA","WILL C. WOOD MIDDLE","146.0","144.0","98.63","Y","7thGradeData"
"6090161","ALAMEDA","PUBLIC","ALBANY","ALBANY MIDDLE","272.0","243.0","89.34","Y","7thGradeData"
"6090294","ALAMEDA","PUBLIC","BERKELEY","LONGFELLOW ARTS AND TECHNOLOGY MIDDLE","177.0","175.0","98.87","Y","7thGradeData"
"6056857","ALAMEDA","PUBLIC","BERKELEY","MARTIN LUTHER KING MIDDLE","324.0","320.0","98.77","Y","7thGradeData"
"0122689","ALAMEDA","PUBLIC","BERKELEY","REALM CHARTER MIDDLE","97.0","95.0","97.94","Y","7thGradeData"
"6056865","ALAMEDA","PUBLIC","BERKELEY","WILLARD MIDDLE","184.0","184.0","100.0","Y","7thGradeData"
"0131763","ALAMEDA","PUBLIC","FREMONT","CALIFORNIA SCHOOL FOR THE DEAF-FREMONT","20.0","20.0","100.0","Y","7thGradeData"
"6097653","ALAMEDA","PUBLIC","CASTRO VALLEY","CANYON MIDDLE","488.0","487.0","99.8","Y","7thGradeData"
"6090385","ALAMEDA","PUBLIC","CASTRO VALLEY","CREEKSIDE MIDDLE","280.0","280.0","100.0","Y","7thGradeData"
"0125930","ALAMEDA","PUBLIC","DUBLIN","ELEANOR MURRAY FALLON","349.0","342.0","97.99","Y","7thGradeData"
"6066484","ALAMEDA","PUBLIC","DUBLIN","WELLS MIDDLE","286.0","282.0","98.6","Y","7thGradeData"
"6090492","ALAMEDA","PUBLIC","EMERYVILLE","ANNA YATES ELEMENTARY","50.0","50.0","100.0","Y","7thGradeData"
"6056873","ALAMEDA","PUBLIC","FREMONT","CENTERVILLE JUNIOR HIGH","521.0","517.0","99.23","Y","7thGradeData"
"0130534","ALAMEDA","PUBLIC","FREMONT","CIRCLE OF INDEPENDENT LEARNING","23.0","14.0","60.87","Y","7thGradeData"
"6056881","ALAMEDA","PUBLIC","FREMONT","G. M. WALTERS JUNIOR HIGH","367.0","367.0","100.0","Y","7thGradeData"
"6056907","ALAMEDA","PUBLIC","FREMONT","JOHN M. HORNER JUNIOR HIGH","536.0","534.0","99.63","Y","7thGradeData"
"6056915","ALAMEDA","PUBLIC","FREMONT","THORNTON JUNIOR HIGH","599.0","599.0","100.0","Y","7thGradeData"
"6056923","ALAMEDA","PUBLIC","FREMONT","WILLIAM HOPKINS JUNIOR HIGH","485.0","485.0","100.0","Y","7thGradeData"
"6056956","ALAMEDA","PUBLIC","HAYWARD","ANTHONY W. OCHOA MIDDLE"," ","","","N","7thGradeData"
"6056931","ALAMEDA","PUBLIC","HAYWARD","BRET HARTE MIDDLE","306.0","303.0","99.02","Y","7thGradeData"
"6056949","ALAMEDA","PUBLIC","HAYWARD","CESAR CHAVEZ MIDDLE"," ","","","N","7thGradeData"
"6113815","ALAMEDA","PUBLIC","HAYWARD","FAITH RINGGOLD SCHOOL OF ARTS AND SCIENCE","10.0","10.0","100.0","Y","7thGradeData"
"0119248","ALAMEDA","PUBLIC","HAYWARD","GOLDEN OAK MONTESSORI OF HAYWARD"," ","","","N","7thGradeData"
"0127696","ALAMEDA","PUBLIC","HAYWARD","KNOWLEDGE ENLIGHTENS YOU -KEY- ACADEMY","25.0","25.0","100.0","Y","7thGradeData"
"6066476","ALAMEDA","PUBLIC","HAYWARD","MARTIN LUTHER KING, JR. MIDDLE"," ","","","N","7thGradeData"
"6056972","ALAMEDA","PUBLIC","HAYWARD","WINTON MIDDLE"," ","","","N","7thGradeData"
"6085773","ALAMEDA","PUBLIC","LIVERMORE","ANDREW N. CHRISTENSEN MIDDLE","218.0","214.0","98.17","Y","7thGradeData"
"6001242","ALAMEDA","PUBLIC","LIVERMORE","EAST AVENUE MIDDLE","208.0","206.0","99.04","Y","7thGradeData"
"6001291","ALAMEDA","PUBLIC","LIVERMORE","JOE MICHELL","49.0","48.0","97.96","Y","7thGradeData"
"6001234","ALAMEDA","PUBLIC","LIVERMORE","JUNCTION K-8","149.0","146.0","97.99","Y","7thGradeData"
"0107839","ALAMEDA","PUBLIC","LIVERMORE","LIVERMORE VALLEY CHARTER","124.0","121.0","97.58","Y","7thGradeData"
"6001341","ALAMEDA","PUBLIC","LIVERMORE","WILLIAM MENDENHALL MIDDLE","302.0","299.0","99.01","Y","7thGradeData"
"6068266","ALAMEDA","PUBLIC","UNION CITY","ALVARADO MIDDLE","449.0","446.0","99.33","Y","7thGradeData"
"6097679","ALAMEDA","PUBLIC","UNION CITY","CESAR CHAVEZ MIDDLE","428.0","423.0","98.83","Y","7thGradeData"
"0126763","ALAMEDA","PUBLIC","UNION CITY","DECOTO SCHOOL FOR INDEPENDENT STUDY"," ","","","N","7thGradeData"
"0130484","ALAMEDA","PUBLIC","NEWARK","CROSSROADS HIGH -ALTERNATIVE-"," ","","","N","7thGradeData"
"6102917","ALAMEDA","PUBLIC","NEWARK","NEWARK JUNIOR HIGH","440.0","438.0","99.55","Y","7thGradeData"
"0125856","ALAMEDA","PUBLIC","OAKLAND","100 BLACK MEN OF THE BAY AREA COMMUNITY"," ","","","N","7thGradeData"
"0112771","ALAMEDA","PUBLIC","OAKLAND","ALLIANCE ACADEMY","137.0","137.0","100.0","Y","7thGradeData"
"6113807","ALAMEDA","PUBLIC","OAKLAND","AMERICAN INDIAN PUBLIC CHARTER","52.0","52.0","100.0","Y","7thGradeData"
"0114363","ALAMEDA","PUBLIC","OAKLAND","AMERICAN INDIAN PUBLIC CHARTER SCHOOL II","96.0","96.0","100.0","Y","7thGradeData"
"6118608","ALAMEDA","PUBLIC","OAKLAND","ASCEND","48.0","48.0","100.0","Y","7thGradeData"
"0109819","ALAMEDA","PUBLIC","OAKLAND","ASPIRE BERKLEY MAYNARD ACADEMY","60.0","58.0","96.67","Y","7thGradeData"
"0120188","ALAMEDA","PUBLIC","OAKLAND","ASPIRE ERES ACADEMY","28.0","28.0","100.0","Y","7thGradeData"
"0118224","ALAMEDA","PUBLIC","OAKLAND","ASPIRE GOLDEN STATE COLLEGE PREPARATORY ACADEMY","93.0","93.0","100.0","Y","7thGradeData"
"0130666","ALAMEDA","PUBLIC","OAKLAND","ASPIRE LIONEL WILSON COLLEGE PREPARATORY ACADEMY","64.0","64.0","100.0","Y","7thGradeData"
"0106906","ALAMEDA","PUBLIC","OAKLAND","BAY AREA TECHNOLOGY","46.0","46.0","100.0","Y","7thGradeData"
"6056998","ALAMEDA","PUBLIC","OAKLAND","BRET HARTE MIDDLE","149.0","149.0","100.0","Y","7thGradeData"
"6057004","ALAMEDA","PUBLIC","OAKLAND","CLAREMONT MIDDLE","99.0","98.0","98.99","Y","7thGradeData"
"0112797","ALAMEDA","PUBLIC","OAKLAND","COLISEUM COLLEGE PREP ACADEMY","69.0","69.0","100.0","Y","7thGradeData"
"0114454","ALAMEDA","PUBLIC","OAKLAND","CONSERVATORY OF VOCAL INSTRUMENTAL ARTS","28.0","27.0","96.43","Y","7thGradeData"
"0129635","ALAMEDA","PUBLIC","OAKLAND","DOWNTOWN CHARTER ACADEMY","79.0","79.0","100.0","Y","7thGradeData"
"0129932","ALAMEDA","PUBLIC","OAKLAND","EAST BAY INNOVATION ACADEMY","77.0","69.0","89.61","Y","7thGradeData"
"0100123","ALAMEDA","PUBLIC","OAKLAND","EAST OAKLAND LEADERSHIP ACADEMY","19.0","19.0","100.0","Y","7thGradeData"
"6057061","ALAMEDA","PUBLIC","OAKLAND","EDNA BREWER MIDDLE","156.0","156.0","100.0","Y","7thGradeData"
"0112789","ALAMEDA","PUBLIC","OAKLAND","ELMHURST COMMUNITY PREP","129.0","129.0","100.0","Y","7thGradeData"
"0129403","ALAMEDA","PUBLIC","OAKLAND","EPIC CHARTER"," ","","","N","7thGradeData"
"6057020","ALAMEDA","PUBLIC","OAKLAND","FRICK MIDDLE","93.0","93.0","100.0","Y","7thGradeData"
"0115618","ALAMEDA","PUBLIC","OAKLAND","GREENLEAF ELEMENTARY","51.0","51.0","100.0","Y","7thGradeData"
"6001911","ALAMEDA","PUBLIC","OAKLAND","HILLCREST ELEMENTARY","13.0","13.0","100.0","Y","7thGradeData"
"0121376","ALAMEDA","PUBLIC","OAKLAND","HOME AND HOSPITAL PROGRAM"," ","","","N","7thGradeData"
"6114011","ALAMEDA","PUBLIC","OAKLAND","INDEPENDENT STUDY, SOJOURNER TRUTH"," ","","","N","7thGradeData"
"0115014","ALAMEDA","PUBLIC","OAKLAND","KIPP BRIDGE CHARTER","90.0","61.0","67.78","Y","7thGradeData"
"0130575","ALAMEDA","PUBLIC","OAKLAND","LIFE ACADEMY","63.0","63.0","100.0","Y","7thGradeData"
"0130633","ALAMEDA","PUBLIC","OAKLAND","LIGHTHOUSE COMMUNITY CHARTER","69.0","69.0","100.0","Y","7thGradeData"
"6066450","ALAMEDA","PUBLIC","OAKLAND","MADISON PARK ACADEMY 6-12","111.0","111.0","100.0","Y","7thGradeData"
"6118640","ALAMEDA","PUBLIC","OAKLAND","MELROSE LEADERSHIP ACADEMY","36.0","36.0","100.0","Y","7thGradeData"
"6057079","ALAMEDA","PUBLIC","OAKLAND","MONTERA MIDDLE","234.0","233.0","99.57","Y","7thGradeData"
"6117972","ALAMEDA","PUBLIC","OAKLAND","NORTH OAKLAND COMMUNITY CHARTER","27.0","25.0","92.59","Y","7thGradeData"
"6111660","ALAMEDA","PUBLIC","OAKLAND","OAKLAND CHARTER ACADEMY","53.0","53.0","100.0","Y","7thGradeData"
"0130617","ALAMEDA","PUBLIC","OAKLAND","OAKLAND MILITARY INSTITUTE, COLLEGE PREPARATORY ACADEMY"," ","","","N","7thGradeData"
"3030772","ALAMEDA","PUBLIC","OAKLAND","OAKLAND SCHOOL FOR THE ARTS","105.0","100.0","95.24","Y","7thGradeData"
"6117394","ALAMEDA","PUBLIC","OAKLAND","REEMS -ERNESTINE C.- ACADEMY OF TECHNOLOGY AND ART"," ","","","N","7thGradeData"
"6057087","ALAMEDA","PUBLIC","OAKLAND","ROOSEVELT MIDDLE","158.0","158.0","100.0","Y","7thGradeData"
"0112805","ALAMEDA","PUBLIC","OAKLAND","ROOTS INTERNATIONAL ACADEMY","40.0","40.0","100.0","Y","7thGradeData"
"0110254","ALAMEDA","PUBLIC","OAKLAND","SANKOFA ACADEMY","16.0","16.0","100.0","Y","7thGradeData"
"0112763","ALAMEDA","PUBLIC","OAKLAND","UNITED FOR SUCCESS ACADEMY","131.0","130.0","99.24","Y","7thGradeData"
