"013420589","ALAMEDA","PUBLIC","ALAMEDA","A.U.S.D.- WOODSTOCK CHILD DEVELOPMENT CENTER","99.0","93.0","93.94","Y","ChildCareData"
"013422032","ALAMEDA","","SAN LEANDRO","AB'S PRESCHOOL AND DAYCARE","","","","N","ChildCareData"
"013419449","ALAMEDA","PRIVATE","FREMONT","ABC MAGIC MOMENTS PRESCHOOL - IRVINGTON","45.0","42.0","93.33","Y","ChildCareData"
"013417471","ALAMEDA","PRIVATE","FREMONT","ABC MAGIC MOMENTS,INC. PRESCHOOL CHILDCARE","25.0","25.0","100.0","Y","ChildCareData"
"013411388","ALAMEDA","PRIVATE","ALAMEDA","ABC PRESCHOOL","35.0","34.0","97.14","Y","ChildCareData"
"013421345","ALAMEDA","PRIVATE","CASTRO VALLEY","ABC PRESCHOOL & DAYCARE","48.0","43.0","89.58","Y","ChildCareData"
"013420975","ALAMEDA","PRIVATE","OAKLAND","ACADEMIA DE MI ABUELA","37.0","23.0","62.16","Y","ChildCareData"
"000111476","ALAMEDA","","OAKLAND","ACHIEVE ACADEMY","","","","N","ChildCareData"
"013415846","ALAMEDA","PRIVATE","OAKLAND","ACTS FULL GOSPEL CHRISTIAN ACADEMY","33.0","33.0","100.0","Y","ChildCareData"
"013417566","ALAMEDA","PRIVATE","OAKLAND","ADVANCE DAY CARE CENTER","68.0","68.0","100.0","Y","ChildCareData"
"013416177","ALAMEDA","","UNION CITY","ADVENTURE MONTESSORI ACADEMY AND SCHOOL","","","","N","ChildCareData"
"010210666","ALAMEDA","","SAN LORENZO","ADVENTURE TIME - BAY SCHOOL","","","","N","ChildCareData"
"010206772","ALAMEDA","","SAN LORENZO","ADVENTURE TIME - DEL REY","","","","N","ChildCareData"
"010205718","ALAMEDA","","PLEASANTON","ADVENTURES IN LEARNING","","","","N","ChildCareData"
"010205830","ALAMEDA","","OAKLAND","AGNES MEMORIAL","","","","N","ChildCareData"
"010214883","ALAMEDA","HEAD START","ALAMEDA","ALAMEDA HEAD START - ANGELA AGUILAR CENTER","66.0","63.0","95.45","Y","ChildCareData"
"013417425","ALAMEDA","HEAD START","ALAMEDA","ALAMEDA HEAD START - SUE MATHESON CENTER","41.0","39.0","95.12","Y","ChildCareData"
"013420593","ALAMEDA","HEAD START","ALAMEDA","ALAMEDA HEAD START- COLLEGE OF ALAMEDA HEAD START","80.0","77.0","96.25","Y","ChildCareData"
"013420549","ALAMEDA","PUBLIC","ALBANY","ALBANY CHILDREN'S CENTER","72.0","69.0","95.83","Y","ChildCareData"
"010209917","ALAMEDA","PRIVATE","ALBANY","ALBANY PRESCHOOL","54.0","52.0","96.3","Y","ChildCareData"
"013420957","ALAMEDA","PRIVATE","ALBANY","ALBANY YMCA PRESCHOOL","17.0","16.0","94.12","Y","ChildCareData"
"000118216","ALAMEDA","PUBLIC","CASTRO VALLEY","ALMA PRESCHOOL","43.0","41.0","95.35","Y","ChildCareData"
"013419419","ALAMEDA","PRIVATE","HAYWARD","ARC OF ALAMEDA CO. FIRST STEP CHILDREN'S CTR., THE","17.0","16.0","94.12","Y","ChildCareData"
"013421993","ALAMEDA","","OAKLAND","BABY ACADEMY, THE","","","","N","ChildCareData"
"013415294","ALAMEDA","","FREMONT","BAY AREA CHILD CARE - BRIER GLANKLER","","","","N","ChildCareData"
"013412710","ALAMEDA","PRIVATE","ALBANY","BAY AREA KINDER STUBE","27.0","26.0","96.3","Y","ChildCareData"
"010206014","ALAMEDA","PRIVATE","ALAMEDA","BAYSIDE MONTESSORI ASSOCIATION","17.0","16.0","94.12","Y","ChildCareData"
"013420963","ALAMEDA","HEAD START","EMERYVILLE","BERKELEY YMCA HEAD START - EMERYVILLE MARINA","40.0","39.0","97.5","Y","ChildCareData"
"010214258","ALAMEDA","PRIVATE","OAKLAND","BERNICE & JOE PLAYSCHOOL","35.0","31.0","88.57","Y","ChildCareData"
"013420573","ALAMEDA","","LIVERMORE","BEST FRIENDS ENRICHMENT CAMPUS","","","","N","ChildCareData"
"013417600","ALAMEDA","PRIVATE","PLEASANTON","BETH EMEK PRESCHOOL","42.0","40.0","95.24","Y","ChildCareData"
"010209547","ALAMEDA","PRIVATE","SAN LEANDRO","BETH SHOLOM PRESCHOOL","48.0","48.0","100.0","Y","ChildCareData"
"013417988","ALAMEDA","PRIVATE","OAKLAND","BETTY'S CHILDREN'S ACADEMY-PRESCHOOL & CHILD CARE","26.0","26.0","100.0","Y","ChildCareData"
"013421383","ALAMEDA","PRIVATE","DUBLIN","BEYOND MONTESSORI SCHOOL","47.0","46.0","97.87","Y","ChildCareData"
"010209844","ALAMEDA","PRIVATE","OAKLAND","BLUESKIES FOR CHILDREN - ELLEN SHERWOOD NURS SCH","43.0","42.0","97.67","Y","ChildCareData"
"010206158","ALAMEDA","PUBLIC","OAKLAND","BOOTH MEMORIAL DAY CARE","51.0","50.0","98.04","Y","ChildCareData"
"010213888","ALAMEDA","PRIVATE","FREMONT","BRIDGES COMMUNITY CHURCH - LITTLE LAMB MINISTRIES","124.0","122.0","98.39","Y","ChildCareData"
"013418194","ALAMEDA","PRIVATE","OAKLAND","BRIGHT FUTURE EARLY LEARNING CENTER","29.0","29.0","100.0","Y","ChildCareData"
"013420967","ALAMEDA","PRIVATE","DUBLIN","BRIGHT HORIZONS AT DUBLIN","33.0","31.0","93.94","Y","ChildCareData"
"013415928","ALAMEDA","PRIVATE","ALAMEDA","BRIGHT HORIZONS AT GARNER","108.0","108.0","100.0","Y","ChildCareData"
"013418971","ALAMEDA","PRIVATE","ALBANY","BRIGHT STAR MONTESSORI SCHOOL","26.0","26.0","100.0","Y","ChildCareData"
"010200078","ALAMEDA","","CASTRO VALLEY","BRIGHT WORLD PRESCHOOL","","","","N","ChildCareData"
"013411080","ALAMEDA","PRIVATE","OAKLAND","BROADWAY CHILDREN'S SCHOOL OF OAKLAND, INC.","53.0","51.0","96.23","Y","ChildCareData"
"013418986","ALAMEDA","PRIVATE","SAN LEANDRO","BUBBLY TOTS LEARNING CENTER","55.0","55.0","100.0","Y","ChildCareData"
"013411608","ALAMEDA","PUBLIC","OAKLAND","BUILDING BLOCKS","10.0","10.0","100.0","Y","ChildCareData"
"013421987","ALAMEDA","PRIVATE","PLEASANTON","BUILDING KIDZ","20.0","20.0","100.0","Y","ChildCareData"
"000123026","ALAMEDA","PUBLIC","OAKLAND","BURBANK PRESCHOOL CENTER","120.0","120.0","100.0","Y","ChildCareData"
"000131763","ALAMEDA","PUBLIC","FREMONT","CALIFORNIA SCHOOL FOR THE DEAF-FREMONT","28.0","27.0","96.43","Y","ChildCareData"
"010212998","ALAMEDA","","CASTRO VALLEY","CAMELOT SCHOOL-VALLEY VIEW CAMPUS","","","","N","ChildCareData"
"013418167","ALAMEDA","HEAD START","LIVERMORE","CAPE - BESS PLATT","52.0","52.0","100.0","Y","ChildCareData"
"013412137","ALAMEDA","HEAD START","PLEASANTON","CAPE - HEAD START - HILL 'N DALE PRESCHOOL","20.0","20.0","100.0","Y","ChildCareData"
"013414731","ALAMEDA","HEAD START","LIVERMORE","CAPE - JACKSON CENTER","26.0","23.0","88.46","Y","ChildCareData"
"013421992","ALAMEDA","HEAD START","DUBLIN","CAPE - NIELSON","19.0","19.0","100.0","Y","ChildCareData"
"010213356","ALAMEDA","HEAD START","LIVERMORE","CAPE - WM. ORMAND III EARLY ED. CTR.","36.0","36.0","100.0","Y","ChildCareData"
"013420567","ALAMEDA","PRIVATE","EMERYVILLE","CCLC - CLIF BASE CAMP CHILD CARE CENTER","28.0","27.0","96.43","Y","ChildCareData"
"013415193","ALAMEDA","PRIVATE","LIVERMORE","CELEBRATION LEARNING CENTER","41.0","40.0","97.56","Y","ChildCareData"
