facility_num,county,is_public,city,facility_name,enrollment,n,pct,vac_info_type,reported
10214883,Alameda,HEAD START,Alameda,ALAMEDA HEAD START . ANGELA AGUILAR CENTER,63,61,98,ChildCareData,Y
13417425,Alameda,HEAD START,Alameda,ALAMEDA HEAD START . SUE MATHESON CENTER,47,44,95,ChildCareData,Y
13420593,Alameda,HEAD START,Alameda,ALAMEDA HEAD START. COLLEGE OF ALAMEDA HEAD START,44,41,95,ChildCareData,Y
13415928,Alameda,PRIVATE,Alameda,BRIGHT HORIZONS AT GARNER,109,107,99,ChildCareData,Y
13419403,Alameda,PRIVATE,Alameda,PETER PAN SCHOOL,100,99,99,ChildCareData,Y
13418175,Alameda,PRIVATE,Alameda,FUZZY CATERPILLAR,72,70,98,ChildCareData,Y
13419405,Alameda,PRIVATE,Alameda,PETER PAN ACADEMY,50,49,98,ChildCareData,Y
13420949,Alameda,PRIVATE,Alameda,RISING STAR MONTESSORI SCHOOL,75,73,98,ChildCareData,Y
13418967,Alameda,PRIVATE,Alameda,SMALL SIZE BIG MIND PRESCHOOL & INFANT CENTER,55,53,98,ChildCareData,Y
13411388,Alameda,PRIVATE,Alameda,ABC PRESCHOOL,30,28,95,ChildCareData,Y
10206014,Alameda,PRIVATE,Alameda,BAYSIDE MONTESSORI ASSOCIATION,23,21,95,ChildCareData,Y
10210145,Alameda,PRIVATE,Alameda,CHILD UNIQUE MONT. SCHOOL,20,19,95,ChildCareData,Y
13420947,Alameda,PRIVATE,Alameda,"CHILD UNIQUE MONTESSORI SCHOOL, THE",44,41,95,ChildCareData,Y
13414800,Alameda,PRIVATE,Alameda,"CHILD UNIQUE MONTESSORI SCHOOL, THE",30,28,95,ChildCareData,Y
13420896,Alameda,PRIVATE,Alameda,HAPPY LITTLE WORLD,20,19,95,ChildCareData,Y
10200356,Alameda,PRIVATE,Alameda,KIDDIE KAMPUS COOPERATIVE PLAY SCHOOL,31,29,95,ChildCareData,Y
13419407,Alameda,PRIVATE,Alameda,LITTLE SEEDS CHILDREN'S CENTER,40,38,95,ChildCareData,Y
13418182,Alameda,PRIVATE,Alameda,LUNA'S MONTESSORI BILINGUAL SCHOOL,43,40,95,ChildCareData,Y
13420950,Alameda,PRIVATE,Alameda,RISING STAR MONTESSORI CHILDREN'S COTTAGE,38,36,95,ChildCareData,Y
13415259,Alameda,PRIVATE,Alameda,SEEDLING CHILD MONTESSORI SCHOOL,30,28,95,ChildCareData,Y
10210438,Alameda,PRIVATE,Alameda,SON.LIGHT PRESCHOOL,33,31,95,ChildCareData,Y
13422056,Alameda,PRIVATE,Alameda,SUPER SCHOLARS,30,28,95,ChildCareData,Y
13422027,Alameda,PRIVATE,Alameda,TINY TREASURES PRESCHOOL,34,32,95,ChildCareData,Y
10213754,Alameda,PRIVATE,Alameda,WEE CARE PRESCHOOL AND CHILD CARE,43,40,95,ChildCareData,Y
6204697,Alameda,PRIVATE,Alameda,CHINESE CHRISTIAN SCHOOLS?ALAMEDA,45,42,95,KindergartenData,Y
6973077,Alameda,PRIVATE,Alameda,ST. PHILIP NERI ELEMENTARY,34,32,95,KindergartenData,Y
6204697,Alameda,PRIVATE,Alameda,CHINESE CHRISTIAN SCHOOLS ALAMEDA,31,29,95,7thGradeData,Y
6965891,Alameda,PRIVATE,Alameda,ST. JOSEPH ELEMENTARY,31,29,95,7thGradeData,Y
6973077,Alameda,PRIVATE,Alameda,ST. PHILIP NERI ELEMENTARY,35,33,95,7thGradeData,Y
13420589,Alameda,PUBLIC,Alameda,A.U.S.D.. WOODSTOCK CHILD DEVELOPMENT CENTER,104,102,99,ChildCareData,Y
6100374,Alameda,PUBLIC,Alameda,AMELIA EARHART ELEMENTARY,149,147,99,KindergartenData,Y
6090054,Alameda,PUBLIC,Alameda,LINCOLN MIDDLE,278,275,99,7thGradeData,Y
6090112,Alameda,PUBLIC,Alameda,WILL C. WOOD MIDDLE,183,181,99,7thGradeData,Y
6110779,Alameda,PUBLIC,Alameda,BAY FARM,73,71,98,KindergartenData,Y
6090013,Alameda,PUBLIC,Alameda,EDISON ELEMENTARY,73,71,98,KindergartenData,Y
131805,Alameda,PUBLIC,Alameda,THE ACADEMY OF ALAMEDA ELEMENTARY,50,49,98,KindergartenData,Y
130609,Alameda,PUBLIC,Alameda,ALAMEDA COMMUNITY LEARNING CENTER,59,57,98,7thGradeData,Y
6090021,Alameda,PUBLIC,Alameda,FRANK OTIS ELEMENTARY,103,101,98,KindergartenData,Y
6090047,Alameda,PUBLIC,Alameda,HENRY HAIGHT ELEMENTARY,124,121,98,KindergartenData,Y
122085,Alameda,PUBLIC,Alameda,THE ACADEMY OF ALAMEDA,178,175,98,7thGradeData,Y
6090120,Alameda,PUBLIC,Alameda,WILLIAM G. PADEN ELEMENTARY,100,97,97,KindergartenData,Y
111765,Alameda,PUBLIC,Alameda,RUBY BRIDGES ELEMENTARY,100,96,96,KindergartenData,Y
13421982,Alameda,PUBLIC,Alameda,SON RISE PRESCHOOL,22,20,95,ChildCareData,Y
6090039,Alameda,PUBLIC,Alameda,FRANKLIN ELEMENTARY,49,46,95,KindergartenData,Y
119222,Alameda,PUBLIC,Alameda,NEA COMMUNITY LEARNING CENTER,48,45,95,KindergartenData,Y
6110779,Alameda,PUBLIC,Alameda,BAY FARM,46,43,95,7thGradeData,Y
119222,Alameda,PUBLIC,Alameda,NEA COMMUNITY LEARNING CENTER,27,25,95,7thGradeData,Y
13412625,Alameda,PUBLIC,Alameda,"KINDERCARE LEARNING CENTER, #1335",57,54,95,ChildCareData,Y
126656,Alameda,PUBLIC,Alameda,MAYA LIN,75,68,91,KindergartenData,Y
132142,Alameda,PUBLIC,Alameda,ENCINAL JUNIOR/SENIOR HIGH,105,84,80,7thGradeData,Y
10209917,Alameda,PRIVATE,Albany,ALBANY PRESCHOOL,56,54,96,ChildCareData,Y
13412710,Alameda,PRIVATE,Albany,BAY AREA KINDER STUBE,28,26,95,ChildCareData,Y
13422035,Alameda,PRIVATE,Albany,KIDS INTO SPEAKING SPANISH,24,22,95,ChildCareData,Y
13418159,Alameda,PRIVATE,Albany,LITTLE VILLAGE PRESCHOOL,22,20,95,ChildCareData,Y
13421418,Alameda,PRIVATE,Albany,RISING SUN MONTESSORI SCHOOL,21,19,95,ChildCareData,Y
13420549,Alameda,PUBLIC,Albany,ALBANY CHILDREN'S CENTER,72,70,98,ChildCareData,Y
6090146,Alameda,PUBLIC,Albany,CORNELL ELEMENTARY,69,67,98,KindergartenData,Y
6095376,Alameda,PUBLIC,Albany,MARIN ELEMENTARY,92,90,98,KindergartenData,Y
6090161,Alameda,PUBLIC,Albany,ALBANY MIDDLE,260,255,98,7thGradeData,Y
6116222,Alameda,PUBLIC,Albany,OCEAN VIEW ELEMENTARY,155,150,97,KindergartenData,Y
13420548,Alameda,PUBLIC,Albany,UCB . UNIVERSITY VILLAGE ECEP,40,38,95,ChildCareData,Y
13411435,Alameda,HEAD START,Berkeley,BERKELEY YMCA HEAD START . OCEAN VIEW,38,36,95,ChildCareData,Y
10200607,Alameda,HEAD START,Berkeley,BERKELEY YMCA HEAD START . SOUTH YMCA,45,42,95,ChildCareData,Y
13419470,Alameda,PRIVATE,Berkeley,AMERICAN INTERNATIONAL MONTESSORI SCHOOL,66,64,98,ChildCareData,Y
10200050,Alameda,PRIVATE,Berkeley,BERKELEY MONTESSORI SCHOOL,94,92,98,ChildCareData,Y
10204414,Alameda,PRIVATE,Berkeley,CLAREMONT DAY NURSERIES INC,59,57,98,ChildCareData,Y
10212245,Alameda,PRIVATE,Berkeley,CORNERSTONE CHILDREN'S CENTER,51,49,98,ChildCareData,Y
13410074,Alameda,PRIVATE,Berkeley,ECOLE BILINGUE DE BERKELEY PRESCHOOL,85,83,98,ChildCareData,Y
13416236,Alameda,PRIVATE,Berkeley,HEARTS LEAP ICRI PRESCHOOL,75,73,98,ChildCareData,Y
10212123,Alameda,PRIVATE,Berkeley,MUSTARD SEED PRESCHOOL,65,63,98,ChildCareData,Y
13419434,Alameda,PRIVATE,Berkeley,SHU REN INTERNATIONAL SCHOOL,53,51,98,ChildCareData,Y
6989784,Alameda,PRIVATE,Berkeley,BLACK PINE CIRCLE SCHOOL,62,60,98,7thGradeData,Y
13418160,Alameda,PRIVATE,Berkeley,BETH EL NURSERY SCHOOL,59,57,97,ChildCareData,Y
10209297,Alameda,PRIVATE,Berkeley,STEP ONE SCHOOL,109,105,96,ChildCareData,Y
10209453,Alameda,PRIVATE,Berkeley,BERKELEY HILLS NURSERY SCHOOL,29,27,95,ChildCareData,Y
13418992,Alameda,PRIVATE,Berkeley,CEDAR CREEK MONTESSORI SCHOOL,39,37,95,ChildCareData,Y
10210478,Alameda,PRIVATE,Berkeley,CONGREGATION BETH ISRAEL.GAN SHALOM,32,30,95,ChildCareData,Y
13418996,Alameda,PRIVATE,Berkeley,CONGREGATION NETIVOT SHALOM,26,24,95,ChildCareData,Y
10204387,Alameda,PRIVATE,Berkeley,"DANDELION NURSERY SCHOOL, INC",34,32,95,ChildCareData,Y
13414308,Alameda,PRIVATE,Berkeley,GARDEN DAY MONTESSORI SCHOOL,27,25,95,ChildCareData,Y
10212172,Alameda,PRIVATE,Berkeley,GAY AUSTIN SCHOOL (THE),34,32,95,ChildCareData,Y
13422461,Alameda,PRIVATE,Berkeley,GOLDEN GATE KIDS,21,19,95,ChildCareData,Y
13420940,Alameda,PRIVATE,Berkeley,LITTLE BEANS PRESCHOOL,36,34,95,ChildCareData,Y
13421354,Alameda,PRIVATE,Berkeley,MI MUNDO PRESCHOOL,31,29,95,ChildCareData,Y
10211112,Alameda,PRIVATE,Berkeley,MODEL SCHOOL COMPREHENSIVE HUMANISTIC LEARNING CTR,42,39,95,ChildCareData,Y
10210446,Alameda,PRIVATE,Berkeley,MONTESSORI FAMILY SCHOOL,36,34,95,ChildCareData,Y
10216686,Alameda,PRIVATE,Berkeley,"MONTEVERDE SCHOOL, THE",37,35,95,ChildCareData,Y
10215940,Alameda,PRIVATE,Berkeley,"NEW SCHOOL OF BERKELEY, THE",48,45,95,ChildCareData,Y
13414840,Alameda,PRIVATE,Berkeley,ST. JOHN'S CHILD CARE CENTER,28,26,95,ChildCareData,Y
13417642,Alameda,PRIVATE,Berkeley,SUNSHINE PRESCHOOL (CEID),27,25,95,ChildCareData,Y
13420943,Alameda,PRIVATE,Berkeley,WOOLLY MAMMOTH CHILDCARE & PRESCHOOL,20,19,95,ChildCareData,Y
6973085,Alameda,PRIVATE,Berkeley,SCHOOL OF THE MADELEINE,27,25,95,KindergartenData,Y
6973085,Alameda,PRIVATE,Berkeley,SCHOOL OF THE MADELEINE,37,35,95,7thGradeData,Y
6967442,Alameda,PRIVATE,Berkeley,THE BERKELEY SCHOOL,25,23,95,7thGradeData,Y
10209542,Alameda,PRIVATE,Berkeley,CENTRO VIDA BILINGUAL CHILDCARE CENTER,58,55,95,ChildCareData,Y
13418198,Alameda,PRIVATE,Berkeley,JEWISH COMMUNITY CTR OF THE EAST BAY.BERKELEY,75,71,95,ChildCareData,Y
10210068,Alameda,PRIVATE,Berkeley,DUCK'S NEST . BERKELEY,94,89,95,ChildCareData,Y
13416443,Alameda,PRIVATE,Berkeley,GRIFFIN NURSERY SCHOOL,33,31,94,ChildCareData,Y
13419427,Alameda,PRIVATE,Berkeley,HEARTS LEAP NORTH,36,34,94,ChildCareData,Y
6900757,Alameda,PRIVATE,Berkeley,ECOLE BILINGUE DE BERKELEY,39,36,92,7thGradeData,Y
6967442,Alameda,PRIVATE,Berkeley,THE BERKELEY SCHOOL,22,20,91,KindergartenData,Y
10200115,Alameda,PRIVATE,Berkeley,CHILDRENS COMMUNITY CENTER,54,49,91,ChildCareData,Y
13420930,Alameda,PRIVATE,Berkeley,BRIGHT HORIZONS AT BAYER,64,57,89,ChildCareData,Y
10205758,Alameda,PRIVATE,Berkeley,NIA HOUSE LEARNING CENTER,66,59,89,ChildCareData,Y
6900757,Alameda,PRIVATE,Berkeley,ECOLE BILINGUE DE BERKELEY,49,42,86,KindergartenData,Y
13417502,Alameda,PRIVATE,Berkeley,AQUATIC PARK SCHOOL,54,44,81,ChildCareData,Y
13420958,Alameda,PRIVATE,Berkeley,BERKELEY ROSE SCHOOL,37,26,70,ChildCareData,Y
6142236,Alameda,PRIVATE,Berkeley,BERKELEY ROSE SCHOOL,21,6,29,KindergartenData,Y
13420951,Alameda,PRIVATE,Berkeley,GLOBAL MONTESSORI INTERNATIONAL SCHOOL,59,3,5,ChildCareData,Y
6090278,Alameda,PUBLIC,Berkeley,LECONTE ELEMENTARY,101,99,99,KindergartenData,Y
6090328,Alameda,PUBLIC,Berkeley,WASHINGTON ELEMENTARY,120,118,99,KindergartenData,Y
6056857,Alameda,PUBLIC,Berkeley,MARTIN LUTHER KING MIDDLE,353,349,99,7thGradeData,Y
6056865,Alameda,PUBLIC,Berkeley,WILLARD MIDDLE,185,183,99,7thGradeData,Y
10206120,Alameda,PUBLIC,Berkeley,BERKELEY YMCA HEAD START . WEST,54,52,98,ChildCareData,Y
13418965,Alameda,PUBLIC,Berkeley,UCB . HASTE STREET CHILD DEVELOPMENT CENTER,65,63,98,ChildCareData,Y
6090252,Alameda,PUBLIC,Berkeley,JEFFERSON ELEMENTARY,67,65,98,KindergartenData,Y
6105316,Alameda,PUBLIC,Berkeley,JOHN MUIR ELEMENTARY,59,57,98,KindergartenData,Y
6090187,Alameda,PUBLIC,Berkeley,ROSA PARKS ENVIRONMENTAL SCIENCE MAGNET,67,65,98,KindergartenData,Y
6090310,Alameda,PUBLIC,Berkeley,THOUSAND OAKS ELEMENTARY,57,55,98,KindergartenData,Y
122689,Alameda,PUBLIC,Berkeley,REALM CHARTER MIDDLE,57,55,98,7thGradeData,Y
6090286,Alameda,PUBLIC,Berkeley,MALCOLM X ELEMENTARY,119,117,98,KindergartenData,Y
13419436,Alameda,PUBLIC,Berkeley,BUSD . FRANKLIN PRESCHOOL,149,146,98,ChildCareData,Y
6090294,Alameda,PUBLIC,Berkeley,LONGFELLOW ARTS AND TECHNOLOGY MIDDLE,170,167,98,7thGradeData,Y
10214881,Alameda,PUBLIC,Berkeley,BUSD . HOPKINS STREET,101,98,97,ChildCareData,Y
6090195,Alameda,PUBLIC,Berkeley,CRAGMONT ELEMENTARY,57,55,96,KindergartenData,Y
13419437,Alameda,PUBLIC,Berkeley,BUSD . KING CHILD DEVELOPMENT CENTER,84,81,96,ChildCareData,Y
13420895,Alameda,PUBLIC,Berkeley,UCB . CLARK KERR PRESCHOOL,20,19,95,ChildCareData,Y
10212490,Alameda,PUBLIC,Berkeley,UCB . HAROLD E. JONES CHILD STUDY CTR/CHILDCARE,47,44,95,ChildCareData,Y
13420980,Alameda,PUBLIC,Berkeley,VIA NOVA CHILDREN'S SCHOOL,44,41,95,ChildCareData,Y
6090211,Alameda,PUBLIC,Berkeley,EMERSON ELEMENTARY,40,38,95,KindergartenData,Y
6090302,Alameda,PUBLIC,Berkeley,OXFORD ELEMENTARY,42,39,95,KindergartenData,Y
6097729,Alameda,PUBLIC,Berkeley,BERKELEY ARTS MAGNET AT WHITTIER,62,59,95,KindergartenData,Y
10200263,Alameda,PRIVATE,Castro Valley,HAPPINESS HILL PRESCHOOL AND DAY CARE,147,145,99,ChildCareData,Y
10211775,Alameda,PRIVATE,Castro Valley,HIS GROWING GROVE,110,108,99,ChildCareData,Y
10211854,Alameda,PRIVATE,Castro Valley,GROWING YEARS PRESCHOOL,61,59,98,ChildCareData,Y
13419418,Alameda,PRIVATE,Castro Valley,LITTLE SUNSHINE LEARNING CENTER,56,54,98,ChildCareData,Y
13416606,Alameda,PRIVATE,Castro Valley,MONTESSORI SCHOOL AT FIVE CANYONS,68,66,98,ChildCareData,Y
6913131,Alameda,PRIVATE,Castro Valley,REDWOOD CHRISTIAN ELEMENTARY,60,58,98,KindergartenData,Y
13416659,Alameda,PRIVATE,Castro Valley,"REDWOOD FOREST PRESCHOOLS, INC.",127,125,98,ChildCareData,Y
13421345,Alameda,PRIVATE,Castro Valley,ABC PRESCHOOL & DAYCARE,49,46,95,ChildCareData,Y
13419465,Alameda,PRIVATE,Castro Valley,EARLY BIRD MONTESSORI SCHOOL . CENTER,37,35,95,ChildCareData,Y
13420917,Alameda,PRIVATE,Castro Valley,MISS HELENS PRESCHOOL,20,19,95,ChildCareData,Y
6970651,Alameda,PRIVATE,Castro Valley,OUR LADY OF GRACE SCHOOL,21,19,95,KindergartenData,Y
6970651,Alameda,PRIVATE,Castro Valley,OUR LADY OF GRACE SCHOOL,24,22,95,7thGradeData,Y
10205961,Alameda,PRIVATE,Castro Valley,FIRST BAPTIST PRESCHOOL . A KIDS KINGDOM,52,48,92,ChildCareData,Y
10200078,Alameda,PRIVATE,Castro Valley,BRIGHT WORLD PRESCHOOL,34,4,12,ChildCareData,Y
6090393,Alameda,PUBLIC,Castro Valley,INDEPENDENT ELEMENTARY,147,145,99,KindergartenData,Y
6097653,Alameda,PUBLIC,Castro Valley,CANYON MIDDLE,474,469,99,7thGradeData,Y
6090385,Alameda,PUBLIC,Castro Valley,CREEKSIDE MIDDLE,260,257,99,7thGradeData,Y
6090369,Alameda,PUBLIC,Castro Valley,CHABOT ELEMENTARY,76,74,98,KindergartenData,Y
6113005,Alameda,PUBLIC,Castro Valley,JENSEN RANCH ELEMENTARY,57,55,98,KindergartenData,Y
6090401,Alameda,PUBLIC,Castro Valley,MARSHALL ELEMENTARY,82,80,98,KindergartenData,Y
6090435,Alameda,PUBLIC,Castro Valley,PROCTOR ELEMENTARY,75,73,98,KindergartenData,Y
6090484,Alameda,PUBLIC,Castro Valley,VANNOY ELEMENTARY,52,50,98,KindergartenData,Y
6062160,Alameda,PUBLIC,Castro Valley,STROBRIDGE ELEMENTARY,74,72,98,KindergartenData,Y
6090351,Alameda,PUBLIC,Castro Valley,CASTRO VALLEY ELEMENTARY,122,118,97,KindergartenData,Y
6090468,Alameda,PUBLIC,Castro Valley,STANTON ELEMENTARY,101,98,97,KindergartenData,Y
13422052,Alameda,PUBLIC,Castro Valley,CASTRO VALLEY USD . STATE PRESCHOOL,45,42,95,ChildCareData,Y
6090419,Alameda,PUBLIC,Castro Valley,PALOMARES ELEMENTARY,24,22,95,KindergartenData,Y
119248,Alameda,PUBLIC,Castro Valley,GOLDEN OAK MONTESSORI OF HAYWARD,30,28,95,7thGradeData,Y
118216,Alameda,PUBLIC,Castro Valley,ALMA PRESCHOOL,52,46,88,ChildCareData,Y
13421992,Alameda,HEAD START,Dublin,CAPE . NIELSON,20,19,95,ChildCareData,Y
13418196,Alameda,PRIVATE,Dublin,FOUNTAINHEAD MONTESSORI SCHOOL . DUBLIN,151,149,99,ChildCareData,Y
13422409,Alameda,PRIVATE,Dublin,"LEARN AND PLAY MONTESSORI SILVERGATE, INC.",108,106,99,ChildCareData,Y
13406853,Alameda,PRIVATE,Dublin,SPRINGFIELD MONTESSORI SCHOOL . DUBLIN,137,135,99,ChildCareData,Y
10205821,Alameda,PRIVATE,Dublin,VALLEY CHRISTIAN PRESCHOOL,112,110,99,ChildCareData,Y
10200334,Alameda,PRIVATE,Dublin,JOHN KNOX CO.OP PRESCHOOL,72,70,98,ChildCareData,Y
13422000,Alameda,PRIVATE,Dublin,JOYFUL KIDS ACADEMY,55,53,98,ChildCareData,Y
10210783,Alameda,PRIVATE,Dublin,RESURRECTION LUTHERAN PRESCHOOL,59,57,98,ChildCareData,Y
7103989,Alameda,PRIVATE,Dublin,"QUARRY LANE SCHOOL, THE",52,50,98,7thGradeData,Y
13420914,Alameda,PRIVATE,Dublin,SCHOOL OF IMAGINATION,125,122,98,ChildCareData,Y
13419488,Alameda,PRIVATE,Dublin,BRIGHT HORIZONS AT DUBLIN,68,65,96,ChildCareData,Y
13421383,Alameda,PRIVATE,Dublin,BEYOND MONTESSORI SCHOOL,41,38,95,ChildCareData,Y
13421378,Alameda,PRIVATE,Dublin,FOUNTAINHEAD MONTESSORI SCHOOL,33,31,95,ChildCareData,Y
13422065,Alameda,PRIVATE,Dublin,GENIUS KIDS,39,37,95,ChildCareData,Y
13422026,Alameda,PRIVATE,Dublin,SHOOTING STARS PRESCHOOL,26,24,95,ChildCareData,Y
10215373,Alameda,PRIVATE,Dublin,ST. PHILIP PRESCHOOL,49,46,95,ChildCareData,Y
13422435,Alameda,PRIVATE,Dublin,ST. RAYMOND PRESCHOOL,24,22,95,ChildCareData,Y
10214680,Alameda,PRIVATE,Dublin,TOTS UNIVERSITY,32,30,95,ChildCareData,Y
7103989,Alameda,PRIVATE,Dublin,"QUARRY LANE SCHOOL, THE",47,44,95,KindergartenData,Y
7012222,Alameda,PRIVATE,Dublin,ST. RAYMOND,27,25,95,KindergartenData,Y
6972657,Alameda,PRIVATE,Dublin,VALLEY CHRISTIAN ELEMENTARY SCHOOL,35,33,95,KindergartenData,Y
7012222,Alameda,PRIVATE,Dublin,ST. RAYMOND,37,35,95,7thGradeData,Y
6933170,Alameda,PRIVATE,Dublin,VALLEY CHRISTIAN MIDDLE / SENIOR HIGH SCHOOL,26,24,95,7thGradeData,Y
10205609,Alameda,PRIVATE,Dublin,JOY PRESCHOOL AND DAY CARE CENTER,32,30,94,ChildCareData,Y
13421333,Alameda,PRIVATE,Dublin,KIDANGO . EMERALD VISTA,78,68,87,ChildCareData,Y
13422068,Alameda,PRIVATE,Dublin,NURTURE KIDS MONTESSORI,32,27,84,ChildCareData,Y
13415772,Alameda,PRIVATE,Dublin,KINDERCARE LEARNING CENTER,88,36,41,ChildCareData,Y
6001374,Alameda,PUBLIC,Dublin,DUBLIN ELEMENTARY,150,148,99,KindergartenData,Y
6001390,Alameda,PUBLIC,Dublin,FREDERIKSEN ELEMENTARY,118,116,99,KindergartenData,Y
123935,Alameda,PUBLIC,Dublin,HAROLD WILLIAM KOLB,155,153,99,KindergartenData,Y
131615,Alameda,PUBLIC,Dublin,J. M. AMADOR ELEMENTARY,156,154,99,KindergartenData,Y
6118038,Alameda,PUBLIC,Dublin,JAMES DOUGHERTY ELEMENTARY,255,252,99,KindergartenData,Y
114579,Alameda,PUBLIC,Dublin,JOHN GREEN ELEMENTARY,124,122,99,KindergartenData,Y
6001424,Alameda,PUBLIC,Dublin,MURRAY ELEMENTARY,105,103,99,KindergartenData,Y
125930,Alameda,PUBLIC,Dublin,ELEANOR MURRAY FALLON,497,492,99,7thGradeData,Y
6066484,Alameda,PUBLIC,Dublin,WELLS MIDDLE,342,338,99,7thGradeData,Y
13420963,Alameda,HEAD START,Emeryville,BERKELEY YMCA HEAD START . EMERYVILLE MARINA,41,38,95,ChildCareData,Y
10213812,Alameda,PRIVATE,Emeryville,EMERYVILLE CHILD DEVELOPMENT CENTER,61,59,97,ChildCareData,Y
13420567,Alameda,PRIVATE,Emeryville,CCLC . CLIF BASE CAMP CHILD CARE CENTER,38,36,95,ChildCareData,Y
10216054,Alameda,PRIVATE,Emeryville,PACIFIC RIM INTERNATIONAL SCHOOL,24,22,95,ChildCareData,Y
13422053,Alameda,PUBLIC,Emeryville,LEPORT SCHOOL,85,83,98,ChildCareData,Y
6090492,Alameda,PUBLIC,Emeryville,ANNA YATES ELEMENTARY,72,70,98,KindergartenData,Y
6090492,Alameda,PUBLIC,Emeryville,ANNA YATES ELEMENTARY,52,50,96,7thGradeData,Y
13421991,Alameda,HEAD START,Fremont,CFCS . BLACOW HEAD START,48,45,95,ChildCareData,Y
10213888,Alameda,PRIVATE,Fremont,BRIDGES COMMUNITY CHURCH . LITTLE LAMB MINISTRIES,112,110,99,ChildCareData,Y
10212589,Alameda,PRIVATE,Fremont,FREMONT CHRISTIAN PRESCHOOL,145,143,99,ChildCareData,Y
10204515,Alameda,PRIVATE,Fremont,KIMBER HILLS PRESCHOOL,107,105,99,ChildCareData,Y
13414408,Alameda,PRIVATE,Fremont,KINDERCARE LEARNING CENTER,101,99,99,ChildCareData,Y
13422410,Alameda,PRIVATE,Fremont,"LEARN AND PLAY MONTESSORI IRVINGTON, INC.",230,227,99,ChildCareData,Y
13422411,Alameda,PRIVATE,Fremont,"LEARN AND PLAY MONTESSORI PERALTA, INC.",115,113,99,ChildCareData,Y
13422434,Alameda,PRIVATE,Fremont,LEARNING KIDS MONTESSORI INC.,117,115,99,ChildCareData,Y
13420906,Alameda,PRIVATE,Fremont,LITTLE FLOWERS MONTESSORI,106,104,99,ChildCareData,Y
13418197,Alameda,PRIVATE,Fremont,"LITTLE FLOWERS MONTESSORI, INC",208,205,99,ChildCareData,Y
13421998,Alameda,PRIVATE,Fremont,LITTLE TREE MONTESSORI INTERNATIONAL SCHOOL,105,103,99,ChildCareData,Y
13417530,Alameda,PRIVATE,Fremont,MISSION VALLEY MONTESSORI CHILDREN'S LRNG. CENT.,185,183,99,ChildCareData,Y
13412618,Alameda,PRIVATE,Fremont,MONTESSORI CHILDREN'S CENTER,103,101,99,ChildCareData,Y
13412901,Alameda,PRIVATE,Fremont,MONTESSORI SCHOOL OF FREMONT,103,101,99,ChildCareData,Y
13420588,Alameda,PRIVATE,Fremont,STRATFORD SCHOOL,180,178,99,ChildCareData,Y
13419449,Alameda,PRIVATE,Fremont,ABC MAGIC MOMENTS PRESCHOOL . IRVINGTON,55,53,98,ChildCareData,Y
13420938,Alameda,PRIVATE,Fremont,EMPIRE MONTESSORI PRESCHOOL,88,86,98,ChildCareData,Y
13421976,Alameda,PRIVATE,Fremont,GENIUS KIDS . MOWRY CAMPUS,58,56,98,ChildCareData,Y
13416767,Alameda,PRIVATE,Fremont,HARVEST CHRISTIAN PRESCHOOL/DAYCARE,64,62,98,ChildCareData,Y
13419480,Alameda,PRIVATE,Fremont,HEARTS AND HANDS CHRISTIAN CHILDCARE & PRESCHOOL,82,80,98,ChildCareData,Y
13422064,Alameda,PRIVATE,Fremont,LAUGHTER EDUCARE,54,52,98,ChildCareData,Y
13422412,Alameda,PRIVATE,Fremont,"LEARN AND PLAY MONTESSORI MAPLE, INC.",74,72,98,ChildCareData,Y
13418973,Alameda,PRIVATE,Fremont,"LEARNING TREE, THE",53,51,98,ChildCareData,Y
10215677,Alameda,PRIVATE,Fremont,"LITTLE MUD PUDDLES LEARNING CENTER, THE",84,82,98,ChildCareData,Y
13421978,Alameda,PRIVATE,Fremont,"NATURE'S GIFT PRESCHOOL, LLC",53,51,98,ChildCareData,Y
13413922,Alameda,PRIVATE,Fremont,NURTURE KIDS PRESCHOOL,56,54,98,ChildCareData,Y
10204114,Alameda,PRIVATE,Fremont,OUR SAVIOR LUTHERAN PRESCHOOL,53,51,98,ChildCareData,Y
13421339,Alameda,PRIVATE,Fremont,SAFARI KID . MISSION,50,49,98,ChildCareData,Y
13422002,Alameda,PRIVATE,Fremont,SPARKLE MONTESSORI INC.,59,57,98,ChildCareData,Y
13418158,Alameda,PRIVATE,Fremont,SUNSHINE KID'S PRESCHOOL,69,67,98,ChildCareData,Y
6909840,Alameda,PRIVATE,Fremont,FREMONT CHRISTIAN SCHOOL,69,67,98,KindergartenData,Y
6141923,Alameda,PRIVATE,Fremont,STRATFORD SCHOOL,60,58,98,KindergartenData,Y
10206134,Alameda,PRIVATE,Fremont,KIDANGO . RIX CENTER,135,132,98,ChildCareData,Y
13422413,Alameda,PRIVATE,Fremont,"LEARN AND PLAY MONTESSORI NILES, INC.",220,215,98,ChildCareData,Y
13412601,Alameda,PRIVATE,Fremont,KINDERCARE LEARNING CENTER,97,94,97,ChildCareData,Y
13417471,Alameda,PRIVATE,Fremont,"ABC MAGIC MOMENTS,INC. PRESCHOOL/CHILDCARE",28,26,95,ChildCareData,Y
10209901,Alameda,PRIVATE,Fremont,"CHILD'S HIDEAWAY, A",25,23,95,ChildCareData,Y
13421981,Alameda,PRIVATE,Fremont,DANIEL CHRISTIAN ACADEMY,47,44,95,ChildCareData,Y
